Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Non-Exprimés;% Non-Exp/Ins;% Non-Exp/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Année;Numéro de tour;Métropole
34;Hérault;172;Montpellier;1255;616;49.08;639;50.92;17;1.35;2.66;622;49.56;97.34;2014;1;Montpellier
34;Hérault;172;Montpellier;941;544;57.81;397;42.19;11;1.17;2.77;386;41.02;97.23;2014;1;Montpellier
34;Hérault;172;Montpellier;1207;524;43.41;683;56.59;24;1.99;3.51;659;54.6;96.49;2014;1;Montpellier
34;Hérault;172;Montpellier;1100;445;40.45;655;59.55;18;1.64;2.75;637;57.91;97.25;2014;1;Montpellier
34;Hérault;172;Montpellier;1550;697;44.97;853;55.03;34;2.19;3.99;819;52.84;96.01;2014;1;Montpellier
34;Hérault;172;Montpellier;1035;437;42.22;598;57.78;13;1.26;2.17;585;56.52;97.83;2014;1;Montpellier
34;Hérault;172;Montpellier;1080;533;49.35;547;50.65;14;1.3;2.56;533;49.35;97.44;2014;1;Montpellier
34;Hérault;172;Montpellier;1468;664;45.23;804;54.77;20;1.36;2.49;784;53.41;97.51;2014;1;Montpellier
34;Hérault;172;Montpellier;1537;645;41.96;892;58.04;22;1.43;2.47;870;56.6;97.53;2014;1;Montpellier
34;Hérault;172;Montpellier;1376;643;46.73;733;53.27;23;1.67;3.14;710;51.6;96.86;2014;1;Montpellier
34;Hérault;172;Montpellier;1299;608;46.81;691;53.19;13;1.0;1.88;678;52.19;98.12;2014;1;Montpellier
34;Hérault;172;Montpellier;1187;545;45.91;642;54.09;25;2.11;3.89;617;51.98;96.11;2014;1;Montpellier
34;Hérault;172;Montpellier;1401;681;48.61;720;51.39;21;1.5;2.92;699;49.89;97.08;2014;1;Montpellier
34;Hérault;172;Montpellier;910;369;40.55;541;59.45;14;1.54;2.59;527;57.91;97.41;2014;1;Montpellier
34;Hérault;172;Montpellier;1219;525;43.07;694;56.93;21;1.72;3.03;673;55.21;96.97;2014;1;Montpellier
34;Hérault;172;Montpellier;936;483;51.6;453;48.4;11;1.18;2.43;442;47.22;97.57;2014;1;Montpellier
34;Hérault;172;Montpellier;1012;409;40.42;603;59.58;16;1.58;2.65;587;58.0;97.35;2014;1;Montpellier
34;Hérault;172;Montpellier;1103;494;44.79;609;55.21;25;2.27;4.11;584;52.95;95.89;2014;1;Montpellier
34;Hérault;172;Montpellier;1154;490;42.46;664;57.54;33;2.86;4.97;631;54.68;95.03;2014;1;Montpellier
34;Hérault;172;Montpellier;1078;444;41.19;634;58.81;22;2.04;3.47;612;56.77;96.53;2014;1;Montpellier
34;Hérault;172;Montpellier;941;381;40.49;560;59.51;20;2.13;3.57;540;57.39;96.43;2014;1;Montpellier
34;Hérault;172;Montpellier;696;352;50.57;344;49.43;7;1.01;2.03;337;48.42;97.97;2014;1;Montpellier
34;Hérault;172;Montpellier;981;491;50.05;490;49.95;13;1.33;2.65;477;48.62;97.35;2014;1;Montpellier
34;Hérault;172;Montpellier;1188;573;48.23;615;51.77;15;1.26;2.44;600;50.51;97.56;2014;1;Montpellier
34;Hérault;172;Montpellier;985;494;50.15;491;49.85;8;0.81;1.63;483;49.04;98.37;2014;1;Montpellier
34;Hérault;172;Montpellier;1098;585;53.28;513;46.72;14;1.28;2.73;499;45.45;97.27;2014;1;Montpellier
34;Hérault;172;Montpellier;1385;719;51.91;666;48.09;14;1.01;2.1;652;47.08;97.9;2014;1;Montpellier
34;Hérault;172;Montpellier;1148;558;48.61;590;51.39;20;1.74;3.39;570;49.65;96.61;2014;1;Montpellier
34;Hérault;172;Montpellier;1174;545;46.42;629;53.58;24;2.04;3.82;605;51.53;96.18;2014;1;Montpellier
34;Hérault;172;Montpellier;1195;517;43.26;678;56.74;25;2.09;3.69;653;54.64;96.31;2014;1;Montpellier
34;Hérault;172;Montpellier;1368;519;37.94;849;62.06;23;1.68;2.71;826;60.38;97.29;2014;1;Montpellier
34;Hérault;172;Montpellier;1179;603;51.15;576;48.85;14;1.19;2.43;562;47.67;97.57;2014;1;Montpellier
34;Hérault;172;Montpellier;901;442;49.06;459;50.94;28;3.11;6.1;431;47.84;93.9;2014;1;Montpellier
34;Hérault;172;Montpellier;935;468;50.05;467;49.95;9;0.96;1.93;458;48.98;98.07;2014;1;Montpellier
34;Hérault;172;Montpellier;1091;499;45.74;592;54.26;15;1.37;2.53;577;52.89;97.47;2014;1;Montpellier
34;Hérault;172;Montpellier;993;438;44.11;555;55.89;19;1.91;3.42;536;53.98;96.58;2014;1;Montpellier
34;Hérault;172;Montpellier;1106;496;44.85;610;55.15;18;1.63;2.95;592;53.53;97.05;2014;1;Montpellier
34;Hérault;172;Montpellier;1227;541;44.09;686;55.91;16;1.3;2.33;670;54.6;97.67;2014;1;Montpellier
34;Hérault;172;Montpellier;904;419;46.35;485;53.65;12;1.33;2.47;473;52.32;97.53;2014;1;Montpellier
34;Hérault;172;Montpellier;918;401;43.68;517;56.32;18;1.96;3.48;499;54.36;96.52;2014;1;Montpellier
34;Hérault;172;Montpellier;1011;453;44.81;558;55.19;16;1.58;2.87;542;53.61;97.13;2014;1;Montpellier
34;Hérault;172;Montpellier;985;456;46.29;529;53.71;15;1.52;2.84;514;52.18;97.16;2014;1;Montpellier
34;Hérault;172;Montpellier;1028;482;46.89;546;53.11;13;1.26;2.38;533;51.85;97.62;2014;1;Montpellier
34;Hérault;172;Montpellier;1512;704;46.56;808;53.44;20;1.32;2.48;788;52.12;97.52;2014;1;Montpellier
34;Hérault;172;Montpellier;1000;460;46.0;540;54.0;10;1.0;1.85;530;53.0;98.15;2014;1;Montpellier
34;Hérault;172;Montpellier;961;387;40.27;574;59.73;20;2.08;3.48;554;57.65;96.52;2014;1;Montpellier
34;Hérault;172;Montpellier;1091;623;57.1;468;42.9;43;3.94;9.19;425;38.96;90.81;2014;1;Montpellier
34;Hérault;172;Montpellier;941;553;58.77;388;41.23;35;3.72;9.02;353;37.51;90.98;2014;1;Montpellier
34;Hérault;172;Montpellier;1419;705;49.68;714;50.32;22;1.55;3.08;692;48.77;96.92;2014;1;Montpellier
34;Hérault;172;Montpellier;1281;746;58.24;535;41.76;37;2.89;6.92;498;38.88;93.08;2014;1;Montpellier
34;Hérault;172;Montpellier;953;463;48.58;490;51.42;16;1.68;3.27;474;49.74;96.73;2014;1;Montpellier
34;Hérault;172;Montpellier;1057;488;46.17;569;53.83;17;1.61;2.99;552;52.22;97.01;2014;1;Montpellier
34;Hérault;172;Montpellier;853;389;45.6;464;54.4;19;2.23;4.09;445;52.17;95.91;2014;1;Montpellier
34;Hérault;172;Montpellier;1038;529;50.96;509;49.04;10;0.96;1.96;499;48.07;98.04;2014;1;Montpellier
34;Hérault;172;Montpellier;1275;560;43.92;715;56.08;17;1.33;2.38;698;54.75;97.62;2014;1;Montpellier
34;Hérault;172;Montpellier;1360;634;46.62;726;53.38;17;1.25;2.34;709;52.13;97.66;2014;1;Montpellier
34;Hérault;172;Montpellier;1288;595;46.2;693;53.8;22;1.71;3.17;671;52.1;96.83;2014;1;Montpellier
34;Hérault;172;Montpellier;893;445;49.83;448;50.17;17;1.9;3.79;431;48.26;96.21;2014;1;Montpellier
34;Hérault;172;Montpellier;1121;466;41.57;655;58.43;23;2.05;3.51;632;56.38;96.49;2014;1;Montpellier
34;Hérault;172;Montpellier;1101;595;54.04;506;45.96;11;1.0;2.17;495;44.96;97.83;2014;1;Montpellier
34;Hérault;172;Montpellier;1067;545;51.08;522;48.92;21;1.97;4.02;501;46.95;95.98;2014;1;Montpellier
34;Hérault;172;Montpellier;1031;469;45.49;562;54.51;13;1.26;2.31;549;53.25;97.69;2014;1;Montpellier
34;Hérault;172;Montpellier;993;416;41.89;577;58.11;22;2.22;3.81;555;55.89;96.19;2014;1;Montpellier
34;Hérault;172;Montpellier;1303;548;42.06;755;57.94;8;0.61;1.06;747;57.33;98.94;2014;1;Montpellier
34;Hérault;172;Montpellier;1039;547;52.65;492;47.35;28;2.69;5.69;464;44.66;94.31;2014;1;Montpellier
34;Hérault;172;Montpellier;1307;627;47.97;680;52.03;10;0.77;1.47;670;51.26;98.53;2014;1;Montpellier
34;Hérault;172;Montpellier;1374;607;44.18;767;55.82;22;1.6;2.87;745;54.22;97.13;2014;1;Montpellier
34;Hérault;172;Montpellier;1390;634;45.61;756;54.39;24;1.73;3.17;732;52.66;96.83;2014;1;Montpellier
34;Hérault;172;Montpellier;1132;486;42.93;646;57.07;15;1.33;2.32;631;55.74;97.68;2014;1;Montpellier
34;Hérault;172;Montpellier;1306;678;51.91;628;48.09;27;2.07;4.3;601;46.02;95.7;2014;1;Montpellier
34;Hérault;172;Montpellier;1123;614;54.67;509;45.33;40;3.56;7.86;469;41.76;92.14;2014;1;Montpellier
34;Hérault;172;Montpellier;653;375;57.43;278;42.57;19;2.91;6.83;259;39.66;93.17;2014;1;Montpellier
34;Hérault;172;Montpellier;1017;523;51.43;494;48.57;26;2.56;5.26;468;46.02;94.74;2014;1;Montpellier
34;Hérault;172;Montpellier;927;569;61.38;358;38.62;24;2.59;6.7;334;36.03;93.3;2014;1;Montpellier
34;Hérault;172;Montpellier;1080;648;60.0;432;40.0;25;2.31;5.79;407;37.69;94.21;2014;1;Montpellier
34;Hérault;172;Montpellier;862;486;56.38;376;43.62;18;2.09;4.79;358;41.53;95.21;2014;1;Montpellier
34;Hérault;172;Montpellier;1099;641;58.33;458;41.67;36;3.28;7.86;422;38.4;92.14;2014;1;Montpellier
34;Hérault;172;Montpellier;1131;609;53.85;522;46.15;28;2.48;5.36;494;43.68;94.64;2014;1;Montpellier
34;Hérault;172;Montpellier;1383;739;53.43;644;46.57;32;2.31;4.97;612;44.25;95.03;2014;1;Montpellier
34;Hérault;172;Montpellier;1017;521;51.23;496;48.77;33;3.24;6.65;463;45.53;93.35;2014;1;Montpellier
34;Hérault;172;Montpellier;937;454;48.45;483;51.55;8;0.85;1.66;475;50.69;98.34;2014;1;Montpellier
34;Hérault;172;Montpellier;851;427;50.18;424;49.82;3;0.35;0.71;421;49.47;99.29;2014;1;Montpellier
34;Hérault;172;Montpellier;950;359;37.79;591;62.21;13;1.37;2.2;578;60.84;97.8;2014;1;Montpellier
34;Hérault;172;Montpellier;1383;625;45.19;758;54.81;30;2.17;3.96;728;52.64;96.04;2014;1;Montpellier
34;Hérault;172;Montpellier;1121;576;51.38;545;48.62;7;0.62;1.28;538;47.99;98.72;2014;1;Montpellier
34;Hérault;172;Montpellier;1144;663;57.95;481;42.05;15;1.31;3.12;466;40.73;96.88;2014;1;Montpellier
34;Hérault;172;Montpellier;1131;503;44.47;628;55.53;14;1.24;2.23;614;54.29;97.77;2014;1;Montpellier
34;Hérault;172;Montpellier;1321;727;55.03;594;44.97;26;1.97;4.38;568;43.0;95.62;2014;1;Montpellier
34;Hérault;172;Montpellier;1404;651;46.37;753;53.63;32;2.28;4.25;721;51.35;95.75;2014;1;Montpellier
34;Hérault;172;Montpellier;1407;721;51.24;686;48.76;22;1.56;3.21;664;47.19;96.79;2014;1;Montpellier
34;Hérault;172;Montpellier;1129;526;46.59;603;53.41;18;1.59;2.99;585;51.82;97.01;2014;1;Montpellier
34;Hérault;172;Montpellier;1247;614;49.24;633;50.76;36;2.89;5.69;597;47.87;94.31;2014;1;Montpellier
34;Hérault;172;Montpellier;649;302;46.53;347;53.47;11;1.69;3.17;336;51.77;96.83;2014;1;Montpellier
34;Hérault;172;Montpellier;1431;699;48.85;732;51.15;15;1.05;2.05;717;50.1;97.95;2014;1;Montpellier
34;Hérault;172;Montpellier;960;439;45.73;521;54.27;15;1.56;2.88;506;52.71;97.12;2014;1;Montpellier
34;Hérault;172;Montpellier;1223;545;44.56;678;55.44;19;1.55;2.8;659;53.88;97.2;2014;1;Montpellier
34;Hérault;172;Montpellier;1107;406;36.68;701;63.32;22;1.99;3.14;679;61.34;96.86;2014;1;Montpellier
34;Hérault;172;Montpellier;1507;759;50.36;748;49.64;28;1.86;3.74;720;47.78;96.26;2014;1;Montpellier
34;Hérault;172;Montpellier;1357;568;41.86;789;58.14;27;1.99;3.42;762;56.15;96.58;2014;1;Montpellier
34;Hérault;172;Montpellier;942;475;50.42;467;49.58;11;1.17;2.36;456;48.41;97.64;2014;1;Montpellier
34;Hérault;172;Montpellier;1224;578;47.22;646;52.78;24;1.96;3.72;622;50.82;96.28;2014;1;Montpellier
34;Hérault;172;Montpellier;1142;542;47.46;600;52.54;19;1.66;3.17;581;50.88;96.83;2014;1;Montpellier
34;Hérault;172;Montpellier;1040;576;55.38;464;44.62;33;3.17;7.11;431;41.44;92.89;2014;1;Montpellier
34;Hérault;172;Montpellier;975;456;46.77;519;53.23;14;1.44;2.7;505;51.79;97.3;2014;1;Montpellier
34;Hérault;172;Montpellier;1227;468;38.14;759;61.86;22;1.79;2.9;737;60.07;97.1;2014;1;Montpellier
34;Hérault;172;Montpellier;1123;403;35.89;720;64.11;18;1.6;2.5;702;62.51;97.5;2014;1;Montpellier
34;Hérault;172;Montpellier;594;205;34.51;389;65.49;10;1.68;2.57;379;63.8;97.43;2014;1;Montpellier
34;Hérault;172;Montpellier;714;392;54.9;322;45.1;16;2.24;4.97;306;42.86;95.03;2014;1;Montpellier
34;Hérault;172;Montpellier;956;379;39.64;577;60.36;10;1.05;1.73;567;59.31;98.27;2014;1;Montpellier
34;Hérault;172;Montpellier;842;429;50.95;413;49.05;32;3.8;7.75;381;45.25;92.25;2014;1;Montpellier
34;Hérault;172;Montpellier;695;279;40.14;416;59.86;9;1.29;2.16;407;58.56;97.84;2014;1;Montpellier
34;Hérault;172;Montpellier;617;221;35.82;396;64.18;19;3.08;4.8;377;61.1;95.2;2014;1;Montpellier
34;Hérault;172;Montpellier;496;174;35.08;322;64.92;15;3.02;4.66;307;61.9;95.34;2014;1;Montpellier
34;Hérault;172;Montpellier;767;325;42.37;442;57.63;17;2.22;3.85;425;55.41;96.15;2014;1;Montpellier
34;Hérault;172;Montpellier;959;377;39.31;582;60.69;19;1.98;3.26;563;58.71;96.74;2014;1;Montpellier
34;Hérault;179;Murviel-lès-Montpellier;1404;25;1.78;1379;98.22;267;19.02;19.36;1112;79.2;80.64;2014;1;Montpellier
34;Hérault;198;Pérols;1309;418;31.93;891;68.07;32;2.44;3.59;859;65.62;96.41;2014;1;Montpellier
34;Hérault;198;Pérols;895;289;32.29;606;67.71;12;1.34;1.98;594;66.37;98.02;2014;1;Montpellier
34;Hérault;198;Pérols;1012;321;31.72;691;68.28;23;2.27;3.33;668;66.01;96.67;2014;1;Montpellier
34;Hérault;198;Pérols;1057;324;30.65;733;69.35;12;1.14;1.64;721;68.21;98.36;2014;1;Montpellier
34;Hérault;198;Pérols;1072;365;34.05;707;65.95;19;1.77;2.69;688;64.18;97.31;2014;1;Montpellier
34;Hérault;198;Pérols;1169;436;37.3;733;62.7;19;1.63;2.59;714;61.08;97.41;2014;1;Montpellier
34;Hérault;198;Pérols;884;272;30.77;612;69.23;14;1.58;2.29;598;67.65;97.71;2014;1;Montpellier
34;Hérault;202;Pignan;1212;377;31.11;835;68.89;267;22.03;31.98;568;46.86;68.02;2014;1;Montpellier
34;Hérault;202;Pignan;1065;342;32.11;723;67.89;273;25.63;37.76;450;42.25;62.24;2014;1;Montpellier
34;Hérault;202;Pignan;1049;334;31.84;715;68.16;292;27.84;40.84;423;40.32;59.16;2014;1;Montpellier
34;Hérault;202;Pignan;1126;346;30.73;780;69.27;326;28.95;41.79;454;40.32;58.21;2014;1;Montpellier
34;Hérault;202;Pignan;1156;329;28.46;827;71.54;366;31.66;44.26;461;39.88;55.74;2014;1;Montpellier
34;Hérault;217;Prades-le-Lez;1301;390;29.98;911;70.02;60;4.61;6.59;851;65.41;93.41;2014;1;Montpellier
34;Hérault;217;Prades-le-Lez;1177;369;31.35;808;68.65;34;2.89;4.21;774;65.76;95.79;2014;1;Montpellier
34;Hérault;217;Prades-le-Lez;1364;407;29.84;957;70.16;55;4.03;5.75;902;66.13;94.25;2014;1;Montpellier
34;Hérault;227;Restinclières;1281;340;26.54;941;73.46;31;2.42;3.29;910;71.04;96.71;2014;1;Montpellier
34;Hérault;244;Saint-Brès;1140;382;33.51;758;66.49;148;12.98;19.53;610;53.51;80.47;2014;1;Montpellier
34;Hérault;244;Saint-Brès;920;364;39.57;556;60.43;121;13.15;21.76;435;47.28;78.24;2014;1;Montpellier
34;Hérault;249;Saint-Drézéry;713;260;36.47;453;63.53;139;19.5;30.68;314;44.04;69.32;2014;1;Montpellier
34;Hérault;249;Saint-Drézéry;1068;434;40.64;634;59.36;200;18.73;31.55;434;40.64;68.45;2014;1;Montpellier
34;Hérault;256;Saint-Geniès-des-Mourgues;1506;372;24.7;1134;75.3;36;2.39;3.17;1098;72.91;96.83;2014;1;Montpellier
34;Hérault;259;Saint-Georges-d'Orques;1646;515;31.29;1131;68.71;39;2.37;3.45;1092;66.34;96.55;2014;1;Montpellier
34;Hérault;259;Saint-Georges-d'Orques;910;281;30.88;629;69.12;26;2.86;4.13;603;66.26;95.87;2014;1;Montpellier
34;Hérault;259;Saint-Georges-d'Orques;928;265;28.56;663;71.44;23;2.48;3.47;640;68.97;96.53;2014;1;Montpellier
34;Hérault;259;Saint-Georges-d'Orques;828;331;39.98;497;60.02;26;3.14;5.23;471;56.88;94.77;2014;1;Montpellier
34;Hérault;270;Saint-Jean-de-Védas;1006;329;32.7;677;67.3;25;2.49;3.69;652;64.81;96.31;2014;1;Montpellier
34;Hérault;270;Saint-Jean-de-Védas;1047;284;27.13;763;72.87;22;2.1;2.88;741;70.77;97.12;2014;1;Montpellier
34;Hérault;270;Saint-Jean-de-Védas;962;248;25.78;714;74.22;21;2.18;2.94;693;72.04;97.06;2014;1;Montpellier
34;Hérault;270;Saint-Jean-de-Védas;917;287;31.3;630;68.7;27;2.94;4.29;603;65.76;95.71;2014;1;Montpellier
34;Hérault;270;Saint-Jean-de-Védas;1414;477;33.73;937;66.27;48;3.39;5.12;889;62.87;94.88;2014;1;Montpellier
34;Hérault;270;Saint-Jean-de-Védas;1085;342;31.52;743;68.48;23;2.12;3.1;720;66.36;96.9;2014;1;Montpellier
34;Hérault;270;Saint-Jean-de-Védas;1000;353;35.3;647;64.7;18;1.8;2.78;629;62.9;97.22;2014;1;Montpellier
34;Hérault;295;Saussan;1128;329;29.17;799;70.83;86;7.62;10.76;713;63.21;89.24;2014;1;Montpellier
34;Hérault;307;Sussargues;1123;327;29.12;796;70.88;32;2.85;4.02;764;68.03;95.98;2014;1;Montpellier
34;Hérault;307;Sussargues;997;261;26.18;736;73.82;21;2.11;2.85;715;71.72;97.15;2014;1;Montpellier
34;Hérault;327;Vendargues;885;222;25.08;663;74.92;18;2.03;2.71;645;72.88;97.29;2014;1;Montpellier
34;Hérault;327;Vendargues;784;199;25.38;585;74.62;16;2.04;2.74;569;72.58;97.26;2014;1;Montpellier
34;Hérault;327;Vendargues;937;236;25.19;701;74.81;17;1.81;2.43;684;73.0;97.57;2014;1;Montpellier
34;Hérault;327;Vendargues;883;226;25.59;657;74.41;32;3.62;4.87;625;70.78;95.13;2014;1;Montpellier
34;Hérault;327;Vendargues;820;225;27.44;595;72.56;19;2.32;3.19;576;70.24;96.81;2014;1;Montpellier
34;Hérault;327;Vendargues;764;217;28.4;547;71.6;16;2.09;2.93;531;69.5;97.07;2014;1;Montpellier
34;Hérault;337;Villeneuve-lès-Maguelone;958;274;28.6;684;71.4;15;1.57;2.19;669;69.83;97.81;2014;1;Montpellier
34;Hérault;337;Villeneuve-lès-Maguelone;1340;329;24.55;1011;75.45;23;1.72;2.27;988;73.73;97.73;2014;1;Montpellier
34;Hérault;337;Villeneuve-lès-Maguelone;1065;261;24.51;804;75.49;13;1.22;1.62;791;74.27;98.38;2014;1;Montpellier
34;Hérault;337;Villeneuve-lès-Maguelone;1033;266;25.75;767;74.25;14;1.36;1.83;753;72.89;98.17;2014;1;Montpellier
34;Hérault;337;Villeneuve-lès-Maguelone;1039;230;22.14;809;77.86;28;2.69;3.46;781;75.17;96.54;2014;1;Montpellier
34;Hérault;337;Villeneuve-lès-Maguelone;1207;329;27.26;878;72.74;29;2.4;3.3;849;70.34;96.7;2014;1;Montpellier
35;Ille-et-Vilaine;1;Acigné;757;238;31.44;519;68.56;32;4.23;6.17;487;64.33;93.83;2014;1;Rennes
35;Ille-et-Vilaine;1;Acigné;751;259;34.49;492;65.51;29;3.86;5.89;463;61.65;94.11;2014;1;Rennes
35;Ille-et-Vilaine;1;Acigné;825;261;31.64;564;68.36;31;3.76;5.5;533;64.61;94.5;2014;1;Rennes
35;Ille-et-Vilaine;1;Acigné;809;240;29.67;569;70.33;40;4.94;7.03;529;65.39;92.97;2014;1;Rennes
35;Ille-et-Vilaine;1;Acigné;833;236;28.33;597;71.67;32;3.84;5.36;565;67.83;94.64;2014;1;Rennes
35;Ille-et-Vilaine;1;Acigné;815;84;10.31;731;89.69;242;29.69;33.11;489;60.0;66.89;2014;1;Rennes
35;Ille-et-Vilaine;22;Bécherel;470;107;22.77;363;77.23;15;3.19;4.13;348;74.04;95.87;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;832;321;38.58;511;61.42;29;3.49;5.68;482;57.93;94.32;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;962;404;42.0;558;58.0;22;2.29;3.94;536;55.72;96.06;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;1001;416;41.56;585;58.44;32;3.2;5.47;553;55.24;94.53;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;957;319;33.33;638;66.67;27;2.82;4.23;611;63.85;95.77;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;873;310;35.51;563;64.49;26;2.98;4.62;537;61.51;95.38;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;887;333;37.54;554;62.46;36;4.06;6.5;518;58.4;93.5;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;905;326;36.02;579;63.98;26;2.87;4.49;553;61.1;95.51;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;983;419;42.62;564;57.38;30;3.05;5.32;534;54.32;94.68;2014;1;Rennes
35;Ille-et-Vilaine;24;Betton;936;357;38.14;579;61.86;35;3.74;6.04;544;58.12;93.96;2014;1;Rennes
35;Ille-et-Vilaine;32;Bourgbarré;871;358;41.1;513;58.9;96;11.02;18.71;417;47.88;81.29;2014;1;Rennes
35;Ille-et-Vilaine;32;Bourgbarré;782;389;49.74;393;50.26;104;13.3;26.46;289;36.96;73.54;2014;1;Rennes
35;Ille-et-Vilaine;32;Bourgbarré;925;413;44.65;512;55.35;91;9.84;17.77;421;45.51;82.23;2014;1;Rennes
35;Ille-et-Vilaine;39;Brécé;660;317;48.03;343;51.97;60;9.09;17.49;283;42.88;82.51;2014;1;Rennes
35;Ille-et-Vilaine;39;Brécé;791;316;39.95;475;60.05;73;9.23;15.37;402;50.82;84.63;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;809;328;40.54;481;59.46;17;2.1;3.53;464;57.35;96.47;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;612;212;34.64;400;65.36;8;1.31;2.0;392;64.05;98.0;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;729;229;31.41;500;68.59;20;2.74;4.0;480;65.84;96.0;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;866;323;37.3;543;62.7;14;1.62;2.58;529;61.09;97.42;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;650;253;38.92;397;61.08;13;2.0;3.27;384;59.08;96.73;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;845;266;31.48;579;68.52;38;4.5;6.56;541;64.02;93.44;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;833;247;29.65;586;70.35;21;2.52;3.58;565;67.83;96.42;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;821;238;28.99;583;71.01;23;2.8;3.95;560;68.21;96.05;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;785;286;36.43;499;63.57;17;2.17;3.41;482;61.4;96.59;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;839;313;37.31;526;62.69;25;2.98;4.75;501;59.71;95.25;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;1002;431;43.01;571;56.99;19;1.9;3.33;552;55.09;96.67;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;878;384;43.74;494;56.26;22;2.51;4.45;472;53.76;95.55;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;897;351;39.13;546;60.87;14;1.56;2.56;532;59.31;97.44;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;694;290;41.79;404;58.21;12;1.73;2.97;392;56.48;97.03;2014;1;Rennes
35;Ille-et-Vilaine;47;Bruz;648;226;34.88;422;65.12;14;2.16;3.32;408;62.96;96.68;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;839;248;29.56;591;70.44;13;1.55;2.2;578;68.89;97.8;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;869;265;30.49;604;69.51;16;1.84;2.65;588;67.66;97.35;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;889;248;27.9;641;72.1;17;1.91;2.65;624;70.19;97.35;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;874;273;31.24;601;68.76;21;2.4;3.49;580;66.36;96.51;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;876;321;36.64;555;63.36;10;1.14;1.8;545;62.21;98.2;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;738;234;31.71;504;68.29;10;1.36;1.98;494;66.94;98.02;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;929;317;34.12;612;65.88;16;1.72;2.61;596;64.16;97.39;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;766;265;34.6;501;65.4;17;2.22;3.39;484;63.19;96.61;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;842;335;39.79;507;60.21;19;2.26;3.75;488;57.96;96.25;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;989;338;34.18;651;65.82;25;2.53;3.84;626;63.3;96.16;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;860;293;34.07;567;65.93;16;1.86;2.82;551;64.07;97.18;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;792;334;42.17;458;57.83;13;1.64;2.84;445;56.19;97.16;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;775;313;40.39;462;59.61;25;3.23;5.41;437;56.39;94.59;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;853;239;28.02;614;71.98;20;2.34;3.26;594;69.64;96.74;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;598;213;35.62;385;64.38;17;2.84;4.42;368;61.54;95.58;2014;1;Rennes
35;Ille-et-Vilaine;51;Cesson-Sévigné;651;284;43.63;367;56.37;10;1.54;2.72;357;54.84;97.28;2014;1;Rennes
35;Ille-et-Vilaine;55;Chantepie;830;300;36.14;530;63.86;11;1.33;2.08;519;62.53;97.92;2014;1;Rennes
35;Ille-et-Vilaine;55;Chantepie;751;287;38.22;464;61.78;15;2.0;3.23;449;59.79;96.77;2014;1;Rennes
35;Ille-et-Vilaine;55;Chantepie;727;215;29.57;512;70.43;4;0.55;0.78;508;69.88;99.22;2014;1;Rennes
35;Ille-et-Vilaine;55;Chantepie;719;248;34.49;471;65.51;15;2.09;3.18;456;63.42;96.82;2014;1;Rennes
