Code du département,Libellé du département,Code de la commune,Libellé de la commune,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Non-Exprimés,% Non-Exp/Ins,% Non-Exp/Vot,Exprimés,% Exp/Ins,% Exp/Vot,Année,Numéro de tour
34,Hérault,169,Montferrier-sur-Lez,3444,651,18.9,2793,81.1,52,1.51,1.86,2741,79.59,98.14,2022,1
34,Hérault,172,Montpellier,162676,44817,27.55,117859,72.45,1966,1.21,1.67,115893,71.24,98.33,2022,1
34,Hérault,179,Murviel-lès-Montpellier,1498,228,15.22,1270,84.78,34,2.27,2.68,1236,82.51,97.32,2022,1
34,Hérault,198,Pérols,8065,1808,22.42,6257,77.58,111,1.38,1.77,6146,76.21,98.23,2022,1
34,Hérault,202,Pignan,6116,1205,19.7,4911,80.3,77,1.26,1.57,4834,79.04,98.43,2022,1
34,Hérault,217,Prades-le-Lez,4636,732,15.79,3904,84.21,107,2.31,2.74,3797,81.9,97.26,2022,1
34,Hérault,227,Restinclières,1848,388,21.0,1460,79.0,35,1.89,2.4,1425,77.11,97.6,2022,1
34,Hérault,244,Saint-Brès,2524,555,21.99,1969,78.01,40,1.58,2.03,1929,76.43,97.97,2022,1
34,Hérault,249,Saint-Drézéry,2353,394,16.74,1959,83.26,43,1.83,2.19,1916,81.43,97.81,2022,1
34,Hérault,256,Saint-Geniès-des-Mourgues,1694,267,15.76,1427,84.24,40,2.36,2.8,1387,81.88,97.2,2022,1
34,Hérault,259,Saint-Georges-d'Orques,4530,1012,22.34,3518,77.66,80,1.77,2.27,3438,75.89,97.73,2022,1
34,Hérault,270,Saint-Jean-de-Védas,9212,1633,17.73,7579,82.27,163,1.77,2.15,7416,80.5,97.85,2022,1
34,Hérault,295,Saussan,1369,259,18.92,1110,81.08,20,1.46,1.8,1090,79.62,98.2,2022,1
34,Hérault,307,Sussargues,2378,454,19.09,1924,80.91,37,1.56,1.92,1887,79.35,98.08,2022,1
34,Hérault,327,Vendargues,5621,1189,21.15,4432,78.85,124,2.21,2.8,4308,76.64,97.2,2022,1
34,Hérault,337,Villeneuve-lès-Maguelone,7358,1479,20.1,5879,79.9,135,1.83,2.3,5744,78.06,97.7,2022,1
35,Ille-et-Vilaine,001,Acigné,5378,1001,18.61,4377,81.39,89,1.65,2.03,4288,79.73,97.97,2022,1
35,Ille-et-Vilaine,022,Bécherel,533,106,19.89,427,80.11,12,2.25,2.81,415,77.86,97.19,2022,1
35,Ille-et-Vilaine,024,Betton,9479,1735,18.3,7744,81.7,165,1.74,2.13,7579,79.96,97.87,2022,1
35,Ille-et-Vilaine,032,Bourgbarré,3091,539,17.44,2552,82.56,71,2.3,2.78,2481,80.27,97.22,2022,1
35,Ille-et-Vilaine,039,Brécé,1569,278,17.72,1291,82.28,42,2.68,3.25,1249,79.6,96.75,2022,1
35,Ille-et-Vilaine,047,Bruz,13388,2945,22.0,10443,78.0,235,1.76,2.25,10208,76.25,97.75,2022,1
35,Ille-et-Vilaine,051,Cesson-Sévigné,13226,2377,17.97,10849,82.03,181,1.37,1.67,10668,80.66,98.33,2022,1
35,Ille-et-Vilaine,055,Chantepie,7433,1508,20.29,5925,79.71,117,1.57,1.97,5808,78.14,98.03,2022,1
35,Ille-et-Vilaine,058,La Chapelle-Chaussée,982,176,17.92,806,82.08,25,2.55,3.1,781,79.53,96.9,2022,1
35,Ille-et-Vilaine,059,La Chapelle-des-Fougeretz,3446,655,19.01,2791,80.99,58,1.68,2.08,2733,79.31,97.92,2022,1
35,Ille-et-Vilaine,065,La Chapelle-Thouarault,1690,274,16.21,1416,83.79,38,2.25,2.68,1378,81.54,97.32,2022,1
35,Ille-et-Vilaine,066,Chartres-de-Bretagne,6005,1331,22.16,4674,77.84,117,1.95,2.5,4557,75.89,97.5,2022,1
35,Ille-et-Vilaine,076,Chavagne,3325,629,18.92,2696,81.08,45,1.35,1.67,2651,79.73,98.33,2022,1
35,Ille-et-Vilaine,079,Chevaigné,1801,279,15.49,1522,84.51,30,1.67,1.97,1492,82.84,98.03,2022,1
35,Ille-et-Vilaine,080,Cintré,1759,304,17.28,1455,82.72,25,1.42,1.72,1430,81.3,98.28,2022,1
35,Ille-et-Vilaine,081,Clayes,669,70,10.46,599,89.54,12,1.79,2.0,587,87.74,98.0,2022,1
35,Ille-et-Vilaine,088,Corps-Nuds,2402,377,15.7,2025,84.3,41,1.71,2.02,1984,82.6,97.98,2022,1
35,Ille-et-Vilaine,120,Gévezé,4182,790,18.89,3392,81.11,90,2.15,2.65,3302,78.96,97.35,2022,1
35,Ille-et-Vilaine,131,L'Hermitage,3230,635,19.66,2595,80.34,47,1.46,1.81,2548,78.89,98.19,2022,1
35,Ille-et-Vilaine,139,Laillé,4141,775,18.72,3366,81.28,92,2.22,2.73,3274,79.06,97.27,2022,1
35,Ille-et-Vilaine,144,Langan,799,148,18.52,651,81.48,18,2.25,2.76,633,79.22,97.24,2022,1
35,Ille-et-Vilaine,180,Miniac-sous-Bécherel,561,106,18.89,455,81.11,11,1.96,2.42,444,79.14,97.58,2022,1
35,Ille-et-Vilaine,189,Montgermont,2637,496,18.81,2141,81.19,53,2.01,2.48,2088,79.18,97.52,2022,1
35,Ille-et-Vilaine,196,Mordelles,6039,1252,20.73,4787,79.27,119,1.97,2.49,4668,77.3,97.51,2022,1
35,Ille-et-Vilaine,204,Nouvoitou,2764,543,19.65,2221,80.35,37,1.34,1.67,2184,79.02,98.33,2022,1
35,Ille-et-Vilaine,206,Noyal-Châtillon-sur-Seiche,5026,834,16.59,4192,83.41,80,1.59,1.91,4112,81.81,98.09,2022,1
35,Ille-et-Vilaine,208,Orgères,3756,646,17.2,3110,82.8,82,2.18,2.64,3028,80.62,97.36,2022,1
35,Ille-et-Vilaine,210,Pacé,8650,1514,17.5,7136,82.5,147,1.7,2.06,6989,80.8,97.94,2022,1
35,Ille-et-Vilaine,216,Parthenay-de-Bretagne,1230,237,19.27,993,80.73,22,1.79,2.22,971,78.94,97.78,2022,1
35,Ille-et-Vilaine,238,Rennes,123698,30005,24.26,93693,75.74,1507,1.22,1.61,92186,74.53,98.39,2022,1
35,Ille-et-Vilaine,240,Le Rheu,6212,1191,19.17,5021,80.83,123,1.98,2.45,4898,78.85,97.55,2022,1
35,Ille-et-Vilaine,245,Romillé,2999,529,17.64,2470,82.36,64,2.13,2.59,2406,80.23,97.41,2022,1
35,Ille-et-Vilaine,250,Saint-Armel,1626,281,17.28,1345,82.72,36,2.21,2.68,1309,80.5,97.32,2022,1
35,Ille-et-Vilaine,266,Saint-Erblon,2496,463,18.55,2033,81.45,54,2.16,2.66,1979,79.29,97.34,2022,1
35,Ille-et-Vilaine,275,Saint-Gilles,3521,525,14.91,2996,85.09,62,1.76,2.07,2934,83.33,97.93,2022,1
35,Ille-et-Vilaine,278,Saint-Grégoire,7873,1416,17.99,6457,82.01,79,1.0,1.22,6378,81.01,98.78,2022,1
35,Ille-et-Vilaine,281,Saint-Jacques-de-la-Lande,7972,2089,26.2,5883,73.8,121,1.52,2.06,5762,72.28,97.94,2022,1
35,Ille-et-Vilaine,315,Saint-Sulpice-la-Forêt,1187,182,15.33,1005,84.67,12,1.01,1.19,993,83.66,98.81,2022,1
35,Ille-et-Vilaine,334,Thorigné-Fouillard,6284,1119,17.81,5165,82.19,87,1.38,1.68,5078,80.81,98.32,2022,1
35,Ille-et-Vilaine,351,Le Verger,1041,208,19.98,833,80.02,17,1.63,2.04,816,78.39,97.96,2022,1
35,Ille-et-Vilaine,352,Vern-sur-Seiche,6552,1266,19.32,5286,80.68,102,1.56,1.93,5184,79.12,98.07,2022,1
35,Ille-et-Vilaine,353,Vezin-le-Coquet,3627,631,17.4,2996,82.6,58,1.6,1.94,2938,81.0,98.06,2022,1
35,Ille-et-Vilaine,363,Pont-Péan,3385,659,19.47,2726,80.53,65,1.92,2.38,2661,78.61,97.62,2022,1
38,Isère,057,Bresson,607,78,12.85,529,87.15,3,0.49,0.57,526,86.66,99.43,2022,1
38,Isère,059,Brié-et-Angonnes,2111,335,15.87,1776,84.13,28,1.33,1.58,1748,82.8,98.42,2022,1
38,Isère,068,Champagnier,1001,107,10.69,894,89.31,17,1.7,1.9,877,87.61,98.1,2022,1
38,Isère,071,Champ-sur-Drac,2513,501,19.94,2012,80.06,43,1.71,2.14,1969,78.35,97.86,2022,1
38,Isère,111,Claix,6650,1322,19.88,5328,80.12,100,1.5,1.88,5228,78.62,98.12,2022,1
38,Isère,126,Corenc,3363,552,16.41,2811,83.59,34,1.01,1.21,2777,82.58,98.79,2022,1
38,Isère,150,Domène,5042,1156,22.93,3886,77.07,78,1.55,2.01,3808,75.53,97.99,2022,1
38,Isère,151,Echirolles,20678,6156,29.77,14522,70.23,273,1.32,1.88,14249,68.91,98.12,2022,1
38,Isère,158,Eybens,7039,1570,22.3,5469,77.7,120,1.7,2.19,5349,75.99,97.81,2022,1
38,Isère,169,Fontaine,12915,3490,27.02,9425,72.98,167,1.29,1.77,9258,71.68,98.23,2022,1
38,Isère,170,Fontanil-Cornillon,2413,429,17.78,1984,82.22,68,2.82,3.43,1916,79.4,96.57,2022,1
38,Isère,179,Gières,4516,880,19.49,3636,80.51,66,1.46,1.82,3570,79.05,98.18,2022,1
38,Isère,185,Grenoble,86589,22576,26.07,64013,73.93,923,1.07,1.44,63090,72.86,98.56,2022,1
38,Isère,187,Le Gua,1523,299,19.63,1224,80.37,25,1.64,2.04,1199,78.73,97.96,2022,1
38,Isère,188,Herbeys,1166,166,14.24,1000,85.76,17,1.46,1.7,983,84.31,98.3,2022,1
38,Isère,200,Jarrie,3032,515,16.99,2517,83.01,61,2.01,2.42,2456,81.0,97.58,2022,1
38,Isère,229,Meylan,14218,2665,18.74,11553,81.26,175,1.23,1.51,11378,80.03,98.49,2022,1
38,Isère,235,Miribel-Lanchâtre,316,41,12.97,275,87.03,8,2.53,2.91,267,84.49,97.09,2022,1
38,Isère,252,Montchaboud,286,46,16.08,240,83.92,10,3.5,4.17,230,80.42,95.83,2022,1
38,Isère,258,Mont-Saint-Martin,90,9,10.0,81,90.0,3,3.33,3.7,78,86.67,96.3,2022,1
38,Isère,271,Murianette,664,102,15.36,562,84.64,14,2.11,2.49,548,82.53,97.51,2022,1
38,Isère,277,Notre-Dame-de-Commiers,402,58,14.43,344,85.57,5,1.24,1.45,339,84.33,98.55,2022,1
38,Isère,279,Notre-Dame-de-Mésage,949,181,19.07,768,80.93,26,2.74,3.39,742,78.19,96.61,2022,1
38,Isère,281,Noyarey,1704,339,19.89,1365,80.11,23,1.35,1.68,1342,78.76,98.32,2022,1
38,Isère,309,Poisat,1590,252,15.85,1338,84.15,36,2.26,2.69,1302,81.89,97.31,2022,1
38,Isère,317,Le Pont-de-Claix,6499,1990,30.62,4509,69.38,76,1.17,1.69,4433,68.21,98.31,2022,1
38,Isère,325,Proveysieux,406,60,14.78,346,85.22,9,2.22,2.6,337,83.0,97.4,2022,1
38,Isère,328,Quaix-en-Chartreuse,825,142,17.21,683,82.79,12,1.45,1.76,671,81.33,98.24,2022,1
38,Isère,364,Saint-Barthélemy-de-Séchilienne,331,56,16.92,275,83.08,7,2.11,2.55,268,80.97,97.45,2022,1
38,Isère,382,Saint-Egrève,11838,2441,20.62,9397,79.38,152,1.28,1.62,9245,78.1,98.38,2022,1
38,Isère,388,Saint-Georges-de-Commiers,1867,339,18.16,1528,81.84,41,2.2,2.68,1487,79.65,97.32,2022,1
38,Isère,421,Saint-Martin-d'Hères,18090,5053,27.93,13037,72.07,255,1.41,1.96,12782,70.66,98.04,2022,1
38,Isère,423,Saint-Martin-le-Vinoux,3583,879,24.53,2704,75.47,39,1.09,1.44,2665,74.38,98.56,2022,1
38,Isère,436,Saint-Paul-de-Varces,1943,303,15.59,1640,84.41,28,1.44,1.71,1612,82.96,98.29,2022,1
38,Isère,445,Saint-Pierre-de-Mésage,598,103,17.22,495,82.78,8,1.34,1.62,487,81.44,98.38,2022,1
38,Isère,471,Le Sappey-en-Chartreuse,964,127,13.17,837,86.83,5,0.52,0.6,832,86.31,99.4,2022,1
38,Isère,472,Sarcenas,191,31,16.23,160,83.77,3,1.57,1.88,157,82.2,98.12,2022,1
38,Isère,474,Sassenage,8027,1479,18.43,6548,81.57,143,1.78,2.18,6405,79.79,97.82,2022,1
38,Isère,478,Séchilienne,810,178,21.98,632,78.02,14,1.73,2.22,618,76.3,97.78,2022,1
38,Isère,485,Seyssinet-Pariset,8324,1763,21.18,6561,78.82,148,1.78,2.26,6413,77.04,97.74,2022,1
38,Isère,486,Seyssins,5835,989,16.95,4846,83.05,84,1.44,1.73,4762,81.61,98.27,2022,1
38,Isère,516,La Tronche,4070,786,19.31,3284,80.69,49,1.2,1.49,3235,79.48,98.51,2022,1
38,Isère,524,Varces-Allières-et-Risset,5258,1070,20.35,4188,79.65,81,1.54,1.93,4107,78.11,98.07,2022,1
38,Isère,528,Vaulnaveys-le-Bas,1022,169,16.54,853,83.46,20,1.96,2.34,833,81.51,97.66,2022,1
38,Isère,529,Vaulnaveys-le-Haut,3225,600,18.6,2625,81.4,58,1.8,2.21,2567,79.6,97.79,2022,1
38,Isère,533,Venon,613,68,11.09,545,88.91,10,1.63,1.83,535,87.28,98.17,2022,1
38,Isère,540,Veurey-Voroize,1108,224,20.22,884,79.78,12,1.08,1.36,872,78.7,98.64,2022,1
38,Isère,545,Vif,6672,1373,20.58,5299,79.42,109,1.63,2.06,5190,77.79,97.94,2022,1
38,Isère,562,Vizille,4985,1437,28.83,3548,71.17,70,1.4,1.97,3478,69.77,98.03,2022,1
42,Loire,001,Aboën,352,39,11.08,313,88.92,7,1.99,2.24,306,86.93,97.76,2022,1
42,Loire,005,Andrézieux-Bouthéon,6525,1681,25.76,4844,74.24,108,1.66,2.23,4736,72.58,97.77,2022,1
42,Loire,031,Caloire,262,35,13.36,227,86.64,1,0.38,0.44,226,86.26,99.56,2022,1
42,Loire,032,Cellieu,1315,214,16.27,1101,83.73,23,1.75,2.09,1078,81.98,97.91,2022,1
42,Loire,036,Chagnon,397,59,14.86,338,85.14,11,2.77,3.25,327,82.37,96.75,2022,1
42,Loire,043,Chamboeuf,1400,191,13.64,1209,86.36,28,2.0,2.32,1181,84.36,97.68,2022,1
42,Loire,044,Le Chambon-Feugerolles,7625,2233,29.29,5392,70.71,111,1.46,2.06,5281,69.26,97.94,2022,1
42,Loire,053,Châteauneuf,1342,275,20.49,1067,79.51,26,1.94,2.44,1041,77.57,97.56,2022,1
42,Loire,083,Dargoire,416,76,18.27,340,81.73,6,1.44,1.76,334,80.29,98.24,2022,1
42,Loire,085,Doizieux,732,127,17.35,605,82.65,14,1.91,2.31,591,80.74,97.69,2022,1
42,Loire,092,L'Etrat,2157,401,18.59,1756,81.41,35,1.62,1.99,1721,79.79,98.01,2022,1
42,Loire,093,Farnay,1097,151,13.76,946,86.24,16,1.46,1.69,930,84.78,98.31,2022,1
42,Loire,095,Firminy,10586,2993,28.27,7593,71.73,182,1.72,2.4,7411,70.01,97.6,2022,1
42,Loire,096,Fontanès,481,50,10.4,431,89.6,9,1.87,2.09,422,87.73,97.91,2022,1
42,Loire,097,La Fouillouse,3561,680,19.1,2881,80.9,59,1.66,2.05,2822,79.25,97.95,2022,1
42,Loire,099,Fraisses,2742,560,20.42,2182,79.58,51,1.86,2.34,2131,77.72,97.66,2022,1
42,Loire,100,La Gimond,235,26,11.06,209,88.94,6,2.55,2.87,203,86.38,97.13,2022,1
42,Loire,103,La Grand-Croix,3082,825,26.77,2257,73.23,42,1.36,1.86,2215,71.87,98.14,2022,1
42,Loire,110,L'Horme,2975,807,27.13,2168,72.87,36,1.21,1.66,2132,71.66,98.34,2022,1
42,Loire,123,Lorette,3039,720,23.69,2319,76.31,59,1.94,2.54,2260,74.37,97.46,2022,1
42,Loire,133,Marcenod,498,50,10.04,448,89.96,10,2.01,2.23,438,87.95,97.77,2022,1
42,Loire,167,Pavezin,278,39,14.03,239,85.97,7,2.52,2.93,232,83.45,97.07,2022,1
42,Loire,183,La Ricamarie,4218,1422,33.71,2796,66.29,48,1.14,1.72,2748,65.15,98.28,2022,1
42,Loire,186,Rive-de-Gier,8495,2699,31.77,5796,68.23,107,1.26,1.85,5689,66.97,98.15,2022,1
42,Loire,189,Roche-la-Molière,7654,1944,25.4,5710,74.6,133,1.74,2.33,5577,72.86,97.67,2022,1
42,Loire,192,Rozier-Côtes-d'Aurec,374,87,23.26,287,76.74,6,1.6,2.09,281,75.13,97.91,2022,1
42,Loire,206,Saint-Bonnet-les-Oules,1374,206,14.99,1168,85.01,22,1.6,1.88,1146,83.41,98.12,2022,1
42,Loire,207,Saint-Chamond,23296,7354,31.57,15942,68.43,432,1.85,2.71,15510,66.58,97.29,2022,1
42,Loire,208,Saint-Christo-en-Jarez,1402,172,12.27,1230,87.73,27,1.93,2.2,1203,85.81,97.8,2022,1
42,Loire,210,Sainte-Croix-en-Jarez,361,48,13.3,313,86.7,5,1.39,1.6,308,85.32,98.4,2022,1
42,Loire,218,Saint-Etienne,88099,24945,28.31,63154,71.69,1092,1.24,1.73,62062,70.45,98.27,2022,1
42,Loire,222,Saint-Galmier,4328,885,20.45,3443,79.55,75,1.73,2.18,3368,77.82,97.82,2022,1
42,Loire,223,Saint-Genest-Lerpt,4292,871,20.29,3421,79.71,63,1.47,1.84,3358,78.24,98.16,2022,1
42,Loire,225,Genilac,2909,553,19.01,2356,80.99,46,1.58,1.95,2310,79.41,98.05,2022,1
42,Loire,234,Saint-Héand,2819,484,17.17,2335,82.83,52,1.84,2.23,2283,80.99,97.77,2022,1
42,Loire,237,Saint-Jean-Bonnefonds,4776,1082,22.65,3694,77.35,91,1.91,2.46,3603,75.44,97.54,2022,1
42,Loire,242,Saint-Joseph,1527,303,19.84,1224,80.16,32,2.1,2.61,1192,78.06,97.39,2022,1
42,Loire,259,Saint-Martin-la-Plaine,2760,435,15.76,2325,84.24,44,1.59,1.89,2281,82.64,98.11,2022,1
42,Loire,262,Saint-Maurice-en-Gourgois,1296,229,17.67,1067,82.33,18,1.39,1.69,1049,80.94,98.31,2022,1
42,Loire,266,Saint-Nizier-de-Fornas,530,85,16.04,445,83.96,11,2.08,2.47,434,81.89,97.53,2022,1
42,Loire,270,Saint-Paul-en-Cornillon,1094,217,19.84,877,80.16,18,1.65,2.05,859,78.52,97.95,2022,1
42,Loire,271,Saint-Paul-en-Jarez,3261,625,19.17,2636,80.83,58,1.78,2.2,2578,79.06,97.8,2022,1
42,Loire,275,Saint-Priest-en-Jarez,3883,745,19.19,3138,80.81,78,2.01,2.49,3060,78.81,97.51,2022,1
42,Loire,283,Saint-Romain-en-Jarez,975,164,16.82,811,83.18,14,1.44,1.73,797,81.74,98.27,2022,1
42,Loire,302,Sorbiers,6137,1079,17.58,5058,82.42,107,1.74,2.12,4951,80.67,97.88,2022,1
42,Loire,305,La Talaudière,4495,906,20.16,3589,79.84,70,1.56,1.95,3519,78.29,98.05,2022,1
42,Loire,307,Tartaras,659,86,13.05,573,86.95,9,1.37,1.57,564,85.58,98.43,2022,1
42,Loire,308,La Terrasse-sur-Dorlay,548,86,15.69,462,84.31,11,2.01,2.38,451,82.3,97.62,2022,1
42,Loire,311,La Tour-en-Jarez,924,132,14.29,792,85.71,15,1.62,1.89,777,84.09,98.11,2022,1
42,Loire,316,Unieux,6056,1557,25.71,4499,74.29,107,1.77,2.38,4392,72.52,97.62,2022,1
42,Loire,320,Valfleury,463,55,11.88,408,88.12,12,2.59,2.94,396,85.53,97.06,2022,1
42,Loire,322,La Valla-en-Gier,704,92,13.07,612,86.93,7,0.99,1.14,605,85.94,98.86,2022,1
42,Loire,330,Villars,5967,1328,22.26,4639,77.74,108,1.81,2.33,4531,75.93,97.67,2022,1
76,Seine-Maritime,005,Amfreville-la-Mi-Voie,2015,444,22.03,1571,77.97,32,1.59,2.04,1539,76.38,97.96,2022,1
76,Seine-Maritime,020,Anneville-Ambourville,994,236,23.74,758,76.26,13,1.31,1.72,745,74.95,98.28,2022,1
76,Seine-Maritime,039,Les Authieux-sur-le-Port-Saint-Ouen,992,138,13.91,854,86.09,25,2.52,2.93,829,83.57,97.07,2022,1
76,Seine-Maritime,056,Bardouville,460,79,17.17,381,82.83,10,2.17,2.62,371,80.65,97.38,2022,1
76,Seine-Maritime,069,Belbeuf,1914,353,18.44,1561,81.56,24,1.25,1.54,1537,80.3,98.46,2022,1
76,Seine-Maritime,088,Berville-sur-Seine,375,84,22.4,291,77.6,8,2.13,2.75,283,75.47,97.25,2022,1
76,Seine-Maritime,095,Bihorel,5911,1169,19.78,4742,80.22,85,1.44,1.79,4657,78.79,98.21,2022,1
76,Seine-Maritime,103,Bonsecours,5053,1133,22.42,3920,77.58,74,1.46,1.89,3846,76.11,98.11,2022,1
76,Seine-Maritime,108,Bois-Guillaume,10621,2156,20.3,8465,79.7,147,1.38,1.74,8318,78.32,98.26,2022,1
76,Seine-Maritime,116,Boos,3056,613,20.06,2443,79.94,53,1.73,2.17,2390,78.21,97.83,2022,1
76,Seine-Maritime,131,La Bouille,502,99,19.72,403,80.28,9,1.79,2.23,394,78.49,97.77,2022,1
76,Seine-Maritime,157,Canteleu,8780,2706,30.82,6074,69.18,147,1.67,2.42,5927,67.51,97.58,2022,1
76,Seine-Maritime,165,Caudebec-lès-Elbeuf,6604,2019,30.57,4585,69.43,106,1.61,2.31,4479,67.82,97.69,2022,1
76,Seine-Maritime,178,Cléon,3206,981,30.6,2225,69.4,55,1.72,2.47,2170,67.69,97.53,2022,1
76,Seine-Maritime,212,Darnétal,5773,1860,32.22,3913,67.78,89,1.54,2.27,3824,66.24,97.73,2022,1
76,Seine-Maritime,216,Déville-lès-Rouen,6815,2212,32.46,4603,67.54,77,1.13,1.67,4526,66.41,98.33,2022,1
76,Seine-Maritime,222,Duclair,3128,792,25.32,2336,74.68,50,1.6,2.14,2286,73.08,97.86,2022,1
76,Seine-Maritime,231,Elbeuf,9016,3189,35.37,5827,64.63,127,1.41,2.18,5700,63.22,97.82,2022,1
76,Seine-Maritime,237,Epinay-sur-Duclair,415,80,19.28,335,80.72,6,1.45,1.79,329,79.28,98.21,2022,1
76,Seine-Maritime,273,Fontaine-sous-Préaux,439,82,18.68,357,81.32,9,2.05,2.52,348,79.27,97.48,2022,1
76,Seine-Maritime,282,Freneuse,735,142,19.32,593,80.68,13,1.77,2.19,580,78.91,97.81,2022,1
76,Seine-Maritime,313,Gouy,708,129,18.22,579,81.78,13,1.84,2.25,566,79.94,97.75,2022,1
76,Seine-Maritime,319,Grand-Couronne,6617,1828,27.63,4789,72.37,100,1.51,2.09,4689,70.86,97.91,2022,1
76,Seine-Maritime,322,Le Grand-Quevilly,18565,4608,24.82,13957,75.18,362,1.95,2.59,13595,73.23,97.41,2022,1
76,Seine-Maritime,350,Hautot-sur-Seine,311,46,14.79,265,85.21,7,2.25,2.64,258,82.96,97.36,2022,1
76,Seine-Maritime,354,Hénouville,1116,176,15.77,940,84.23,15,1.34,1.6,925,82.89,98.4,2022,1
76,Seine-Maritime,366,Le Houlme,2963,798,26.93,2165,73.07,39,1.32,1.8,2126,71.75,98.2,2022,1
76,Seine-Maritime,367,Houppeville,2232,349,15.64,1883,84.36,35,1.57,1.86,1848,82.8,98.14,2022,1
76,Seine-Maritime,377,Isneauville,2838,508,17.9,2330,82.1,39,1.37,1.67,2291,80.73,98.33,2022,1
76,Seine-Maritime,378,Jumièges,1499,433,28.89,1066,71.11,18,1.2,1.69,1048,69.91,98.31,2022,1
76,Seine-Maritime,391,La Londe,2002,376,18.78,1626,81.22,48,2.4,2.95,1578,78.82,97.05,2022,1
76,Seine-Maritime,402,Malaunay,4781,1272,26.61,3509,73.39,71,1.49,2.02,3438,71.91,97.98,2022,1
76,Seine-Maritime,410,Maromme,6449,1817,28.17,4632,71.83,102,1.58,2.2,4530,70.24,97.8,2022,1
76,Seine-Maritime,429,Le Mesnil-Esnard,6335,1318,20.81,5017,79.19,73,1.15,1.46,4944,78.04,98.54,2022,1
76,Seine-Maritime,436,Le Mesnil-sous-Jumièges,501,103,20.56,398,79.44,6,1.2,1.51,392,78.24,98.49,2022,1
76,Seine-Maritime,448,Montmain,1222,232,18.99,990,81.01,26,2.13,2.63,964,78.89,97.37,2022,1
76,Seine-Maritime,451,Mont-Saint-Aignan,12684,2872,22.64,9812,77.36,152,1.2,1.55,9660,76.16,98.45,2022,1
76,Seine-Maritime,457,Moulineaux,674,167,24.78,507,75.22,14,2.08,2.76,493,73.15,97.24,2022,1
76,Seine-Maritime,464,La Neuville-Chant-d'Oisel,1873,342,18.26,1531,81.74,36,1.92,2.35,1495,79.82,97.65,2022,1
76,Seine-Maritime,474,Notre-Dame-de-Bondeville,4825,1174,24.33,3651,75.67,83,1.72,2.27,3568,73.95,97.73,2022,1
76,Seine-Maritime,475,Franqueville-Saint-Pierre,4874,953,19.55,3921,80.45,68,1.4,1.73,3853,79.05,98.27,2022,1
76,Seine-Maritime,484,Oissel,7372,2027,27.5,5345,72.5,121,1.64,2.26,5224,70.86,97.74,2022,1
76,Seine-Maritime,486,Orival,614,178,28.99,436,71.01,7,1.14,1.61,429,69.87,98.39,2022,1
76,Seine-Maritime,497,Petit-Couronne,5965,1715,28.75,4250,71.25,126,2.11,2.96,4124,69.14,97.04,2022,1
76,Seine-Maritime,498,Le Petit-Quevilly,12425,3836,30.87,8589,69.13,185,1.49,2.15,8404,67.64,97.85,2022,1
76,Seine-Maritime,513,Quevillon,489,73,14.93,416,85.07,4,0.82,0.96,412,84.25,99.04,2022,1
76,Seine-Maritime,514,Quévreville-la-Poterie,872,186,21.33,686,78.67,19,2.18,2.77,667,76.49,97.23,2022,1
