commune_origine,dep_origine,code_origine,commune_destination,dep_destination,code_destination,flux,annee
Laillé,35,35139,Bain-de-Bretagne,35,35012,9.91,2019
Laillé,35,35139,Bruz,35,35047,277.5,2019
Laillé,35,35139,Cesson-Sévigné,35,35051,9.91,2019
Laillé,35,35139,Chantepie,35,35055,4.96,2019
Laillé,35,35139,Crevin,35,35090,4.96,2019
Laillé,35,35139,La Gouesnière,35,35122,4.96,2019
Laillé,35,35139,Laillé,35,35139,619.43,2019
Laillé,35,35139,Orgères,35,35208,198.22,2019
Laillé,35,35139,Redon,35,35236,4.96,2019
Laillé,35,35139,Rennes,35,35238,257.68,2019
Laillé,35,35139,Saint-Aubin-d'Aubigné,35,35251,4.96,2019
Laillé,35,35139,Saint-Jacques-de-la-Lande,35,35281,4.96,2019
Laillé,35,35139,Tinténiac,35,35337,9.91,2019
Laillé,35,35139,Pont-Péan,35,35363,9.91,2019
Laillé,35,35139,Lorient,56,56121,4.96,2019
Laillé,35,35139,Paris 16e Arrondissement,75,75116,4.96,2019
Langan,35,35144,Dol-de-Bretagne,35,35095,5.09,2019
Langan,35,35144,Gévezé,35,35120,15.33,2019
Langan,35,35144,Langan,35,35144,117.66,2019
Langan,35,35144,Montauban-de-Bretagne,35,35184,5.1,2019
Langan,35,35144,Rennes,35,35238,15.34,2019
Langan,35,35144,Romillé,35,35245,30.68,2019
Langan,35,35144,Saint-Grégoire,35,35278,20.56,2019
Langan,35,35144,Tinténiac,35,35337,30.69,2019
Miniac-sous-Bécherel,35,35180,Bécherel,35,35022,25.29,2019
Miniac-sous-Bécherel,35,35180,Cardroc,35,35050,25.27,2019
Miniac-sous-Bécherel,35,35180,Irodouër,35,35135,20.27,2019
Miniac-sous-Bécherel,35,35180,Langouet,35,35146,5.04,2019
Miniac-sous-Bécherel,35,35180,Miniac-sous-Bécherel,35,35180,40.44,2019
Miniac-sous-Bécherel,35,35180,Montauban-de-Bretagne,35,35184,5.07,2019
Miniac-sous-Bécherel,35,35180,Montfort-sur-Meu,35,35188,10.1,2019
Miniac-sous-Bécherel,35,35180,Rennes,35,35238,35.37,2019
Miniac-sous-Bécherel,35,35180,Romillé,35,35245,40.45,2019
Miniac-sous-Bécherel,35,35180,Tinténiac,35,35337,35.46,2019
Montgermont,35,35189,Dinan,22,22050,5.0,2019
Montgermont,35,35189,Bruz,35,35047,15.0,2019
Montgermont,35,35189,Cesson-Sévigné,35,35051,15.0,2019
Montgermont,35,35189,Fougères,35,35115,5.0,2019
Montgermont,35,35189,La Guerche-de-Bretagne,35,35125,5.0,2019
Montgermont,35,35189,Montgermont,35,35189,305.0,2019
Montgermont,35,35189,Pacé,35,35210,150.0,2019
Montgermont,35,35189,Rennes,35,35238,330.0,2019
Montgermont,35,35189,Saint-Aubin-d'Aubigné,35,35251,5.0,2019
Montgermont,35,35189,Saint-Grégoire,35,35278,45.0,2019
Montgermont,35,35189,Saint-Jouan-des-Guérets,35,35284,5.0,2019
Montgermont,35,35189,Coutances,50,50147,5.0,2019
Montgermont,35,35189,Strasbourg,67,67482,5.0,2019
Montgermont,35,35189,Le Mans,72,72181,10.0,2019
Mordelles,35,35196,Bourges,18,18033,5.4,2019
Mordelles,35,35196,Brest,29,29019,9.98,2019
Mordelles,35,35196,Quimper,29,29232,4.6,2019
Mordelles,35,35196,Baulon,35,35016,4.6,2019
Mordelles,35,35196,Bruz,35,35047,79.55,2019
Mordelles,35,35196,Cesson-Sévigné,35,35051,24.4,2019
Mordelles,35,35196,Chantepie,35,35055,20.37,2019
Mordelles,35,35196,Cintré,35,35080,5.19,2019
Mordelles,35,35196,L'Hermitage,35,35131,9.58,2019
Mordelles,35,35196,Montauban-de-Bretagne,35,35184,4.42,2019
Mordelles,35,35196,Montfort-sur-Meu,35,35188,24.59,2019
Mordelles,35,35196,Mordelles,35,35196,967.55,2019
Mordelles,35,35196,Plélan-le-Grand,35,35223,14.57,2019
Mordelles,35,35196,Rennes,35,35238,417.27,2019
Mordelles,35,35196,Le Rheu,35,35240,73.06,2019
Mordelles,35,35196,Saint-Grégoire,35,35278,4.99,2019
Mordelles,35,35196,Saint-Malo,35,35288,9.58,2019
Mordelles,35,35196,Saint-Méen-le-Grand,35,35297,9.78,2019
Mordelles,35,35196,Saint-Thurial,35,35319,4.25,2019
Mordelles,35,35196,Mayenne,53,53147,4.99,2019
Mordelles,35,35196,Albi,81,81004,5.19,2019
Nouvoitou,35,35204,Morlaix,29,29151,5.32,2019
Nouvoitou,35,35204,Amanlis,35,35002,4.93,2019
Nouvoitou,35,35204,Cesson-Sévigné,35,35051,46.54,2019
Nouvoitou,35,35204,Châteaugiron,35,35069,204.43,2019
Nouvoitou,35,35204,Dinard,35,35093,5.6,2019
Nouvoitou,35,35204,Janzé,35,35136,5.05,2019
Nouvoitou,35,35204,Nouvoitou,35,35204,264.73,2019
Nouvoitou,35,35204,Rennes,35,35238,150.65,2019
Nouvoitou,35,35204,Saint-Aubin-d'Aubigné,35,35251,5.05,2019
Nouvoitou,35,35204,Saint-Grégoire,35,35278,5.05,2019
Nouvoitou,35,35204,Saint-Malo,35,35288,5.05,2019
Nouvoitou,35,35204,Vern-sur-Seiche,35,35352,46.4,2019
Nouvoitou,35,35204,Lorient,56,56121,5.32,2019
Nouvoitou,35,35204,Paris 16e Arrondissement,75,75116,5.32,2019
Nouvoitou,35,35204,Paris 18e Arrondissement,75,75118,5.05,2019
Noyal-Châtillon-sur-Seiche,35,35206,Plouisy,22,22223,5.05,2019
Noyal-Châtillon-sur-Seiche,35,35206,La Grand-Combe,30,30132,4.81,2019
Noyal-Châtillon-sur-Seiche,35,35206,Nîmes,30,30189,4.81,2019
Noyal-Châtillon-sur-Seiche,35,35206,Les Salles-du-Gardon,30,30307,4.81,2019
Noyal-Châtillon-sur-Seiche,35,35206,Amanlis,35,35002,5.18,2019
Noyal-Châtillon-sur-Seiche,35,35206,Bain-de-Bretagne,35,35012,4.93,2019
Noyal-Châtillon-sur-Seiche,35,35206,Bruz,35,35047,115.04,2019
Noyal-Châtillon-sur-Seiche,35,35206,Cesson-Sévigné,35,35051,39.82,2019
Noyal-Châtillon-sur-Seiche,35,35206,Chartres-de-Bretagne,35,35066,139.19,2019
Noyal-Châtillon-sur-Seiche,35,35206,Châteaugiron,35,35069,9.39,2019
Noyal-Châtillon-sur-Seiche,35,35206,Dinard,35,35093,9.86,2019
Noyal-Châtillon-sur-Seiche,35,35206,Guipry-Messac,35,35176,5.18,2019
Noyal-Châtillon-sur-Seiche,35,35206,Montauban-de-Bretagne,35,35184,5.0,2019
Noyal-Châtillon-sur-Seiche,35,35206,Montfort-sur-Meu,35,35188,9.99,2019
Noyal-Châtillon-sur-Seiche,35,35206,Noyal-Châtillon-sur-Seiche,35,35206,628.65,2019
Noyal-Châtillon-sur-Seiche,35,35206,Rennes,35,35238,458.29,2019
Noyal-Châtillon-sur-Seiche,35,35206,Retiers,35,35239,5.18,2019
Noyal-Châtillon-sur-Seiche,35,35206,Saint-Erblon,35,35266,58.69,2019
Noyal-Châtillon-sur-Seiche,35,35206,Saint-Grégoire,35,35278,4.93,2019
Noyal-Châtillon-sur-Seiche,35,35206,Saint-Jacques-de-la-Lande,35,35281,19.24,2019
Noyal-Châtillon-sur-Seiche,35,35206,Vern-sur-Seiche,35,35352,10.36,2019
Noyal-Châtillon-sur-Seiche,35,35206,Vitré,35,35360,5.05,2019
Noyal-Châtillon-sur-Seiche,35,35206,Nantes,44,44109,5.18,2019
Noyal-Châtillon-sur-Seiche,35,35206,Saint-Nazaire,44,44184,4.81,2019
Noyal-Châtillon-sur-Seiche,35,35206,Paris 15e Arrondissement,75,75115,10.36,2019
Noyal-Châtillon-sur-Seiche,35,35206,Nanterre,92,92050,4.93,2019
Orgères,35,35208,Bain-de-Bretagne,35,35012,5.33,2019
Orgères,35,35208,Bruz,35,35047,70.33,2019
Orgères,35,35208,Cesson-Sévigné,35,35051,16.25,2019
Orgères,35,35208,Chartres-de-Bretagne,35,35066,5.52,2019
Orgères,35,35208,Laillé,35,35139,32.31,2019
Orgères,35,35208,Orgères,35,35208,792.77,2019
Orgères,35,35208,Rennes,35,35238,373.36,2019
Orgères,35,35208,Saint-Erblon,35,35266,43.03,2019
Orgères,35,35208,Saint-Méen-le-Grand,35,35297,5.39,2019
Orgères,35,35208,Mortain-Bocage,50,50359,5.59,2019
Orgères,35,35208,Ploërmel,56,56165,5.33,2019
Pacé,35,35210,Saintes,17,17415,2.79,2019
Pacé,35,35210,Broons,22,22020,5.25,2019
Pacé,35,35210,Lamballe-Armor,22,22093,3.71,2019
Pacé,35,35210,Saint-Brieuc,22,22278,10.65,2019
Pacé,35,35210,Quimper,29,29232,11.07,2019
Pacé,35,35210,Bordeaux,33,33063,2.66,2019
Pacé,35,35210,Montpellier,34,34172,2.49,2019
Pacé,35,35210,Betton,35,35024,2.61,2019
Pacé,35,35210,La Bouëxière,35,35031,4.82,2019
Pacé,35,35210,Bruz,35,35047,47.5,2019
Pacé,35,35210,Cesson-Sévigné,35,35051,32.13,2019
Pacé,35,35210,Chantepie,35,35055,2.61,2019
Pacé,35,35210,Chavagne,35,35076,2.77,2019
Pacé,35,35210,Dinard,35,35093,2.61,2019
Pacé,35,35210,Dol-de-Bretagne,35,35095,2.7,2019
Pacé,35,35210,Fougères,35,35115,10.11,2019
Pacé,35,35210,Gévezé,35,35120,2.68,2019
Pacé,35,35210,Hédé-Bazouges,35,35130,2.7,2019
Pacé,35,35210,L'Hermitage,35,35131,4.71,2019
Pacé,35,35210,La Mézière,35,35177,11.14,2019
Pacé,35,35210,Montauban-de-Bretagne,35,35184,9.97,2019
Pacé,35,35210,Mordelles,35,35196,2.61,2019
Pacé,35,35210,Pacé,35,35210,1898.56,2019
Pacé,35,35210,Redon,35,35236,8.36,2019
Pacé,35,35210,Rennes,35,35238,1008.52,2019
Pacé,35,35210,Le Rheu,35,35240,11.84,2019
Pacé,35,35210,Saint-Aubin-d'Aubigné,35,35251,5.28,2019
Pacé,35,35210,Saint-Gilles,35,35275,4.82,2019
Pacé,35,35210,Saint-Grégoire,35,35278,94.03,2019
Pacé,35,35210,Vezin-le-Coquet,35,35353,2.72,2019
Pacé,35,35210,Vignoc,35,35356,5.28,2019
Pacé,35,35210,Tours,37,37261,2.7,2019
Pacé,35,35210,Nantes,44,44109,7.97,2019
Pacé,35,35210,Angers,49,49007,5.53,2019
Pacé,35,35210,Cholet,49,49099,5.28,2019
Pacé,35,35210,Chaumont,52,52121,5.23,2019
Pacé,35,35210,Laval,53,53130,5.45,2019
Pacé,35,35210,Mayenne,53,53147,2.79,2019
Pacé,35,35210,Nancy,54,54395,2.76,2019
Pacé,35,35210,Vannes,56,56260,9.91,2019
Pacé,35,35210,Metz,57,57463,2.57,2019
Pacé,35,35210,Strasbourg,67,67482,2.7,2019
Pacé,35,35210,Villeurbanne,69,69266,2.7,2019
Pacé,35,35210,Chambéry,73,73065,2.55,2019
Pacé,35,35210,La Motte-Servolex,73,73179,2.55,2019
Pacé,35,35210,Contamine-sur-Arve,74,74087,2.55,2019
Pacé,35,35210,Paris 9e Arrondissement,75,75109,2.77,2019
Pacé,35,35210,Paris 10e Arrondissement,75,75110,1.02,2019
Pacé,35,35210,Paris 12e Arrondissement,75,75112,1.02,2019
Parthenay-de-Bretagne,35,35216,Aucaleuc,22,22003,4.96,2019
Parthenay-de-Bretagne,35,35216,Bruz,35,35047,4.96,2019
Parthenay-de-Bretagne,35,35216,Cesson-Sévigné,35,35051,4.96,2019
Parthenay-de-Bretagne,35,35216,Chartres-de-Bretagne,35,35066,4.96,2019
Parthenay-de-Bretagne,35,35216,Gévezé,35,35120,4.96,2019
Parthenay-de-Bretagne,35,35216,Montgermont,35,35189,4.96,2019
Parthenay-de-Bretagne,35,35216,Pacé,35,35210,138.91,2019
Parthenay-de-Bretagne,35,35216,Parthenay-de-Bretagne,35,35216,208.36,2019
Parthenay-de-Bretagne,35,35216,Rennes,35,35238,124.02,2019
Parthenay-de-Bretagne,35,35216,Saint-Gilles,35,35275,9.92,2019
Parthenay-de-Bretagne,35,35216,Saint-Grégoire,35,35278,9.92,2019
Parthenay-de-Bretagne,35,35216,Saint-Symphorien,35,35317,4.96,2019
Parthenay-de-Bretagne,35,35216,Saint-Gildas-des-Bois,44,44161,4.96,2019
Parthenay-de-Bretagne,35,35216,Paris 8e Arrondissement,75,75108,4.96,2019
Parthenay-de-Bretagne,35,35216,Paris 13e Arrondissement,75,75113,4.96,2019
Parthenay-de-Bretagne,35,35216,Sainte-Cécile,85,85202,9.92,2019
Rennes,35,35238,Menton,06,06083,0.84,2019
Rennes,35,35238,Nice,06,06088,4.21,2019
Rennes,35,35238,L'Hospitalet-près-l'Andorre,09,09139,3.55,2019
Rennes,35,35238,Troyes,10,10387,0.81,2019
Rennes,35,35238,Carcassonne,11,11069,3.28,2019
Rennes,35,35238,Aix-en-Provence,13,13001,4.35,2019
Rennes,35,35238,Marseille 5e Arrondissement,13,13205,3.95,2019
Rennes,35,35238,Marseille 9e Arrondissement,13,13209,1.94,2019
Rennes,35,35238,Marseille 11e Arrondissement,13,13211,3.38,2019
Rennes,35,35238,Caen,14,14118,70.39,2019
Rennes,35,35238,Lisieux,14,14366,16.18,2019
Rennes,35,35238,Saint-Pierre-en-Auge,14,14654,5.0,2019
Rennes,35,35238,Vire Normandie,14,14762,0.99,2019
Rennes,35,35238,Massiac,15,15119,15.0,2019
Rennes,35,35238,Mauriac,15,15120,15.0,2019
Rennes,35,35238,Bois,17,17050,10.0,2019
Rennes,35,35238,La Rochelle,17,17300,156.66,2019
Rennes,35,35238,Saintes,17,17415,0.99,2019
Rennes,35,35238,Brive-la-Gaillarde,19,19031,25.0,2019
Rennes,35,35238,Dijon,21,21231,8.82,2019
Rennes,35,35238,Aucaleuc,22,22003,2.0,2019
Rennes,35,35238,Dinan,22,22050,28.62,2019
Rennes,35,35238,Guingamp,22,22070,11.23,2019
Rennes,35,35238,Lamballe-Armor,22,22093,0.99,2019
Rennes,35,35238,Lannion,22,22113,6.5,2019
Rennes,35,35238,Lanrodec,22,22116,13.16,2019
Rennes,35,35238,Loudéac,22,22136,9.34,2019
Rennes,35,35238,Plérin,22,22187,4.4,2019
Rennes,35,35238,Ploufragan,22,22215,27.63,2019
Rennes,35,35238,Pluduno,22,22237,3.57,2019
Rennes,35,35238,Saint-Brieuc,22,22278,55.74,2019
Rennes,35,35238,Trélivan,22,22364,3.95,2019
Rennes,35,35238,Besançon,25,25056,9.53,2019
Rennes,35,35238,Saint-Paul-Trois-Châteaux,26,26324,5.0,2019
Rennes,35,35238,Pontgouin,28,28302,5.0,2019
Rennes,35,35238,Brest,29,29019,72.65,2019
Rennes,35,35238,Châteaulin,29,29026,15.0,2019
Rennes,35,35238,La Forest-Landerneau,29,29056,3.71,2019
Rennes,35,35238,Landivisiau,29,29105,17.06,2019
Rennes,35,35238,Lanvéoc,29,29120,105.0,2019
Rennes,35,35238,Lesneven,29,29124,3.59,2019
Rennes,35,35238,Morlaix,29,29151,5.84,2019
Rennes,35,35238,Plouigneau,29,29199,5.0,2019
Rennes,35,35238,Plouzané,29,29212,0.81,2019
Rennes,35,35238,Pont-l'Abbé,29,29220,20.0,2019
Rennes,35,35238,Quimper,29,29232,23.87,2019
Rennes,35,35238,Saint-Méen,29,29255,3.79,2019
Rennes,35,35238,Alès,30,30007,1.0,2019
Rennes,35,35238,La Grand-Combe,30,30132,5.0,2019
Rennes,35,35238,Uzès,30,30334,5.0,2019
Rennes,35,35238,Balma,31,31044,50.0,2019
Rennes,35,35238,Blagnac,31,31069,5.0,2019
Rennes,35,35238,Toulouse,31,31555,434.4,2019
Rennes,35,35238,Bordeaux,33,33063,25.7,2019
Rennes,35,35238,Gradignan,33,33192,140.0,2019
Rennes,35,35238,Pessac,33,33318,5.0,2019
Rennes,35,35238,Béziers,34,34032,0.94,2019
Rennes,35,35238,Gignac,34,34114,10.0,2019
Rennes,35,35238,Lunel,34,34145,1.0,2019
Rennes,35,35238,Montpellier,34,34172,27.97,2019
Rennes,35,35238,Bain-de-Bretagne,35,35012,17.39,2019
Rennes,35,35238,Baulon,35,35016,20.72,2019
Rennes,35,35238,Betton,35,35024,15.15,2019
Rennes,35,35238,La Bouëxière,35,35031,17.23,2019
Rennes,35,35238,Bruz,35,35047,1150.63,2019
Rennes,35,35238,Cesson-Sévigné,35,35051,497.43,2019
Rennes,35,35238,Chantepie,35,35055,70.53,2019
Rennes,35,35238,La Chapelle-Thouarault,35,35065,5.11,2019
Rennes,35,35238,Chartres-de-Bretagne,35,35066,86.4,2019
Rennes,35,35238,Châteaubourg,35,35068,11.13,2019
Rennes,35,35238,Combourg,35,35085,12.11,2019
Rennes,35,35238,Dinard,35,35093,41.81,2019
Rennes,35,35238,Fougères,35,35115,65.98,2019
Rennes,35,35238,Gaël,35,35117,5.0,2019
Rennes,35,35238,Goven,35,35123,25.47,2019
Rennes,35,35238,La Guerche-de-Bretagne,35,35125,7.58,2019
Rennes,35,35238,Guichen,35,35126,4.53,2019
Rennes,35,35238,Guignen,35,35127,7.07,2019
Rennes,35,35238,Hédé-Bazouges,35,35130,32.16,2019
Rennes,35,35238,Iffendic,35,35133,5.11,2019
Rennes,35,35238,Irodouër,35,35135,1.11,2019
Rennes,35,35238,Janzé,35,35136,7.82,2019
Rennes,35,35238,Javené,35,35137,5.93,2019
Rennes,35,35238,Langon,35,35145,7.09,2019
Rennes,35,35238,Liffré,35,35152,4.21,2019
Rennes,35,35238,Louvigné-de-Bais,35,35161,3.31,2019
Rennes,35,35238,Médréac,35,35171,3.3,2019
Rennes,35,35238,La Mézière,35,35177,6.85,2019
Rennes,35,35238,Montauban-de-Bretagne,35,35184,21.52,2019
Rennes,35,35238,Montfort-sur-Meu,35,35188,23.54,2019
Rennes,35,35238,Montgermont,35,35189,18.45,2019
Rennes,35,35238,Mordelles,35,35196,1.72,2019
Rennes,35,35238,Nouvoitou,35,35204,4.25,2019
Rennes,35,35238,Orgères,35,35208,22.62,2019
Rennes,35,35238,Pacé,35,35210,34.58,2019
Rennes,35,35238,Plélan-le-Grand,35,35223,6.77,2019
Rennes,35,35238,Poligné,35,35231,2.12,2019
Rennes,35,35238,Redon,35,35236,61.3,2019
Rennes,35,35238,Rennes,35,35238,67696.58,2019
Rennes,35,35238,Retiers,35,35239,3.22,2019
Rennes,35,35238,Le Rheu,35,35240,44.75,2019
Rennes,35,35238,Romillé,35,35245,18.41,2019
Rennes,35,35238,Saint-Armel,35,35250,3.43,2019
Rennes,35,35238,Saint-Aubin-d'Aubigné,35,35251,18.93,2019
Rennes,35,35238,Saint-Aubin-du-Cormier,35,35253,10.37,2019
Rennes,35,35238,Saint-Erblon,35,35266,2.18,2019
Rennes,35,35238,Saint-Grégoire,35,35278,179.45,2019
Rennes,35,35238,Saint-Jacques-de-la-Lande,35,35281,126.55,2019
Rennes,35,35238,Saint-Jouan-des-Guérets,35,35284,12.67,2019
Rennes,35,35238,Saint-Malo,35,35288,81.95,2019
Rennes,35,35238,Saint-Méen-le-Grand,35,35297,15.37,2019
Rennes,35,35238,Saint-Pern,35,35307,3.79,2019
Rennes,35,35238,Saint-Sulpice-la-Forêt,35,35315,6.25,2019
Rennes,35,35238,Saint-Symphorien,35,35317,9.83,2019
Rennes,35,35238,Saint-Thurial,35,35319,1.07,2019
Rennes,35,35238,Thorigné-Fouillard,35,35334,10.76,2019
Rennes,35,35238,Tinténiac,35,35337,23.81,2019
Rennes,35,35238,Vern-sur-Seiche,35,35352,5.3,2019
Rennes,35,35238,Vezin-le-Coquet,35,35353,3.16,2019
Rennes,35,35238,Vieux-Vy-sur-Couesnon,35,35355,0.99,2019
Rennes,35,35238,Vitré,35,35360,37.22,2019
Rennes,35,35238,Tours,37,37261,31.75,2019
Rennes,35,35238,Grenoble,38,38185,35.04,2019
Rennes,35,35238,Saint-Martin-d'Hères,38,38421,7.53,2019
Rennes,35,35238,Saint-Étienne,42,42218,3.46,2019
Rennes,35,35238,Carquefou,44,44026,0.97,2019
Rennes,35,35238,Châteaubriant,44,44036,15.71,2019
Rennes,35,35238,Derval,44,44051,11.89,2019
Rennes,35,35238,Nantes,44,44109,137.36,2019
Rennes,35,35238,Saint-Herblain,44,44162,5.76,2019
Rennes,35,35238,Sainte-Luce-sur-Loire,44,44172,3.94,2019
Rennes,35,35238,Saint-Nazaire,44,44184,17.39,2019
Rennes,35,35238,Savenay,44,44195,3.98,2019
Rennes,35,35238,Orléans,45,45234,5.0,2019
Rennes,35,35238,Angers,49,49007,70.44,2019
Rennes,35,35238,Cholet,49,49099,2.03,2019
Rennes,35,35238,Saumur,49,49328,3.94,2019
Rennes,35,35238,Segré-en-Anjou Bleu,49,49331,10.05,2019
Rennes,35,35238,Saint-Lô,50,50502,7.27,2019
Rennes,35,35238,Tourville-sur-Sienne,50,50603,5.0,2019
Rennes,35,35238,Reims,51,51454,9.78,2019
Rennes,35,35238,Laval,53,53130,30.02,2019
Rennes,35,35238,Mayenne,53,53147,3.66,2019
Rennes,35,35238,Nancy,54,54395,5.17,2019
Rennes,35,35238,Auray,56,56007,11.27,2019
Rennes,35,35238,Belz,56,56013,5.98,2019
Rennes,35,35238,Erdeven,56,56054,1.14,2019
Rennes,35,35238,Guer,56,56075,9.56,2019
Rennes,35,35238,Inzinzac-Lochrist,56,56090,5.0,2019
Rennes,35,35238,Josselin,56,56091,1.23,2019
Rennes,35,35238,Lorient,56,56121,51.33,2019
Rennes,35,35238,Ménéac,56,56129,3.42,2019
Rennes,35,35238,Pontivy,56,56178,8.51,2019
Rennes,35,35238,Saint-Jacut-les-Pins,56,56221,5.0,2019
Rennes,35,35238,Vannes,56,56260,68.2,2019
Rennes,35,35238,Metz,57,57463,0.81,2019
Rennes,35,35238,Metzervisse,57,57465,1.02,2019
Rennes,35,35238,Uckange,57,57683,4.57,2019
Rennes,35,35238,Villeneuve-d'Ascq,59,59009,10.67,2019
Rennes,35,35238,Croix,59,59163,3.82,2019
Rennes,35,35238,Dunkerque,59,59183,0.93,2019
Rennes,35,35238,Lille,59,59350,14.45,2019
Rennes,35,35238,La Madeleine,59,59368,0.99,2019
Rennes,35,35238,Ronchin,59,59507,4.12,2019
Rennes,35,35238,Roubaix,59,59512,4.65,2019
Rennes,35,35238,Beauvais,60,60057,6.92,2019
Rennes,35,35238,Compiègne,60,60159,1.0,2019
Rennes,35,35238,Alençon,61,61001,1.16,2019
Rennes,35,35238,Flers,61,61169,3.86,2019
Rennes,35,35238,Arras,62,62041,3.25,2019
Rennes,35,35238,Clermont-Ferrand,63,63113,9.91,2019
Rennes,35,35238,Bayonne,64,64102,4.24,2019
Rennes,35,35238,Pau,64,64445,4.46,2019
Rennes,35,35238,Strasbourg,67,67482,9.34,2019
Rennes,35,35238,Villeurbanne,69,69266,1.32,2019
Rennes,35,35238,Lyon 1er Arrondissement,69,69381,1.22,2019
Rennes,35,35238,Lyon 2e Arrondissement,69,69382,3.37,2019
Rennes,35,35238,Lyon 6e Arrondissement,69,69386,3.22,2019
Rennes,35,35238,Lyon 7e Arrondissement,69,69387,3.25,2019
Rennes,35,35238,Lyon 8e Arrondissement,69,69388,6.57,2019
Rennes,35,35238,Lyon 9e Arrondissement,69,69389,1.05,2019
Rennes,35,35238,Autun,71,71014,4.62,2019
Rennes,35,35238,Le Mans,72,72181,17.19,2019
Rennes,35,35238,Bourg-Saint-Maurice,73,73054,1.98,2019
Rennes,35,35238,Landry,73,73142,3.38,2019
Rennes,35,35238,Paris 1er Arrondissement,75,75101,3.87,2019
Rennes,35,35238,Paris 2e Arrondissement,75,75102,6.95,2019
Rennes,35,35238,Paris 3e Arrondissement,75,75103,9.94,2019
Rennes,35,35238,Paris 5e Arrondissement,75,75105,15.68,2019
Rennes,35,35238,Paris 6e Arrondissement,75,75106,40.21,2019
Rennes,35,35238,Paris 7e Arrondissement,75,75107,26.26,2019
Rennes,35,35238,Paris 9e Arrondissement,75,75109,3.64,2019
Rennes,35,35238,Paris 10e Arrondissement,75,75110,17.02,2019
Rennes,35,35238,Paris 11e Arrondissement,75,75111,8.57,2019
Rennes,35,35238,Paris 12e Arrondissement,75,75112,11.23,2019
Rennes,35,35238,Paris 13e Arrondissement,75,75113,26.18,2019
Rennes,35,35238,Paris 14e Arrondissement,75,75114,11.2,2019
Rennes,35,35238,Paris 15e Arrondissement,75,75115,41.41,2019
Rennes,35,35238,Paris 17e Arrondissement,75,75117,5.28,2019
Rennes,35,35238,Paris 18e Arrondissement,75,75118,20.15,2019
Rennes,35,35238,Paris 19e Arrondissement,75,75119,7.47,2019
Rennes,35,35238,Paris 20e Arrondissement,75,75120,1.08,2019
Rennes,35,35238,Darnétal,76,76212,1.03,2019
Rennes,35,35238,Le Havre,76,76351,7.31,2019
Rennes,35,35238,Mont-Saint-Aignan,76,76451,7.8,2019
Rennes,35,35238,Rouen,76,76540,10.82,2019
Rennes,35,35238,Villeparisis,77,77514,3.36,2019
Rennes,35,35238,Guyancourt,78,78297,1.03,2019
Rennes,35,35238,Montigny-le-Bretonneux,78,78423,6.44,2019
Rennes,35,35238,Vélizy-Villacoublay,78,78640,4.44,2019
Rennes,35,35238,Versailles,78,78646,3.82,2019
Rennes,35,35238,Bressuire,79,79049,1.01,2019
Rennes,35,35238,Niort,79,79191,0.84,2019
Rennes,35,35238,Thouars,79,79329,2.63,2019
Rennes,35,35238,Amiens,80,80021,0.94,2019
Rennes,35,35238,Toulon,83,83137,11.79,2019
Rennes,35,35238,Avignon,84,84007,0.93,2019
Rennes,35,35238,La Roche-sur-Yon,85,85191,22.24,2019
Rennes,35,35238,Chasseneuil-du-Poitou,86,86062,4.67,2019
Rennes,35,35238,Jaunay-Marigny,86,86115,4.17,2019
Rennes,35,35238,Montmorillon,86,86165,1.0,2019
Rennes,35,35238,Poitiers,86,86194,11.12,2019
Rennes,35,35238,Limoges,87,87085,1.14,2019
Rennes,35,35238,Brunoy,91,91114,1.07,2019
Rennes,35,35238,Évry-Courcouronnes,91,91228,0.99,2019
Rennes,35,35238,Gif-sur-Yvette,91,91272,2.91,2019
Rennes,35,35238,Orsay,91,91471,1.0,2019
Rennes,35,35238,Saclay,91,91534,3.14,2019
Rennes,35,35238,Soisy-sur-Seine,91,91600,1.86,2019
Rennes,35,35238,Antony,92,92002,1.07,2019
Rennes,35,35238,Boulogne-Billancourt,92,92012,0.97,2019
Rennes,35,35238,Courbevoie,92,92026,3.79,2019
Rennes,35,35238,Garches,92,92033,7.7,2019
Rennes,35,35238,Levallois-Perret,92,92044,3.42,2019
Rennes,35,35238,Montrouge,92,92049,0.97,2019
Rennes,35,35238,Nanterre,92,92050,31.88,2019
Rennes,35,35238,Aubervilliers,93,93001,13.57,2019
Rennes,35,35238,Bobigny,93,93008,3.64,2019
Rennes,35,35238,Bondy,93,93010,8.07,2019
Rennes,35,35238,Livry-Gargan,93,93046,3.54,2019
Rennes,35,35238,Montreuil,93,93048,3.48,2019
Rennes,35,35238,Neuilly-sur-Marne,93,93050,6.38,2019
Rennes,35,35238,Noisy-le-Grand,93,93051,3.79,2019
Rennes,35,35238,Saint-Denis,93,93066,8.07,2019
Rennes,35,35238,Stains,93,93072,3.06,2019
Rennes,35,35238,Cachan,94,94016,1.41,2019
Rennes,35,35238,Choisy-le-Roi,94,94022,0.72,2019
Rennes,35,35238,Créteil,94,94028,9.07,2019
Rennes,35,35238,Ivry-sur-Seine,94,94041,3.52,2019
Rennes,35,35238,Le Kremlin-Bicêtre,94,94043,10.34,2019
Rennes,35,35238,Nogent-sur-Marne,94,94052,3.21,2019
Rennes,35,35238,Villejuif,94,94076,4.7,2019
Rennes,35,35238,Cergy,95,95127,5.1,2019
