commune_origine,dep_origine,code_origine,commune_destination,dep_destination,code_destination,flux,annee
Baillargues,34,34022,Digne-les-Bains,04,04070,5.04,2019
Baillargues,34,34022,Millau,12,12145,5.04,2019
Baillargues,34,34022,Saint-Affrique,12,12208,10.08,2019
Baillargues,34,34022,Vaucluse,25,25588,5.04,2019
Baillargues,34,34022,Nîmes,30,30189,29.49,2019
Baillargues,34,34022,Toulouse,31,31555,25.21,2019
Baillargues,34,34022,Pellegrue,33,33316,5.04,2019
Baillargues,34,34022,Pugnac,33,33341,5.04,2019
Baillargues,34,34022,Baillargues,34,34022,964.13,2019
Baillargues,34,34022,Béziers,34,34032,5.04,2019
Baillargues,34,34022,Castelnau-le-Lez,34,34057,95.78,2019
Baillargues,34,34022,Le Crès,34,34090,5.04,2019
Baillargues,34,34022,Jacou,34,34120,15.12,2019
Baillargues,34,34022,Lansargues,34,34127,10.08,2019
Baillargues,34,34022,Lattes,34,34129,10.08,2019
Baillargues,34,34022,Lunel,34,34145,131.07,2019
Baillargues,34,34022,Lunel-Viel,34,34146,5.04,2019
Baillargues,34,34022,Mauguio,34,34154,20.16,2019
Baillargues,34,34022,Montpellier,34,34172,378.09,2019
Baillargues,34,34022,Palavas-les-Flots,34,34192,10.08,2019
Baillargues,34,34022,Prades-le-Lez,34,34217,5.04,2019
Baillargues,34,34022,Saint-Aunès,34,34240,5.04,2019
Baillargues,34,34022,Saint-Brès,34,34244,5.04,2019
Baillargues,34,34022,Saint-Clément-de-Rivière,34,34247,5.04,2019
Baillargues,34,34022,Sète,34,34301,5.04,2019
Baillargues,34,34022,Vendargues,34,34327,5.04,2019
Baillargues,34,34022,Langogne,48,48080,5.04,2019
Baillargues,34,34022,Perpignan,66,66136,5.04,2019
Baillargues,34,34022,Lyon 8e Arrondissement,69,69388,5.04,2019
Baillargues,34,34022,Annecy,74,74010,5.04,2019
Baillargues,34,34022,Paris 5e Arrondissement,75,75105,5.04,2019
Baillargues,34,34022,Albi,81,81004,4.29,2019
Baillargues,34,34022,Rueil-Malmaison,92,92063,5.04,2019
Beaulieu,34,34027,Sommières,30,30321,14.93,2019
Beaulieu,34,34027,Baillargues,34,34022,10.3,2019
Beaulieu,34,34027,Beaulieu,34,34027,163.21,2019
Beaulieu,34,34027,Castries,34,34058,56.5,2019
Beaulieu,34,34027,Lattes,34,34129,5.09,2019
Beaulieu,34,34027,Lunel,34,34145,56.03,2019
Beaulieu,34,34027,Montaud,34,34164,10.18,2019
Beaulieu,34,34027,Montpellier,34,34172,46.8,2019
Beaulieu,34,34027,Restinclières,34,34227,5.21,2019
Beaulieu,34,34027,Saint-Geniès-des-Mourgues,34,34256,10.18,2019
Beaulieu,34,34027,Saint-Jean-de-Védas,34,34270,5.33,2019
Beaulieu,34,34027,Sussargues,34,34307,20.37,2019
Beaulieu,34,34027,Vendargues,34,34327,10.18,2019
Beaulieu,34,34027,La Grande-Motte,34,34344,4.98,2019
Castelnau-le-Lez,34,34057,Lézignan-Corbières,11,11203,2.73,2019
Castelnau-le-Lez,34,34057,Aix-en-Provence,13,13001,1.1,2019
Castelnau-le-Lez,34,34057,Marseille 8e Arrondissement,13,13208,5.59,2019
Castelnau-le-Lez,34,34057,Marseille 9e Arrondissement,13,13209,4.5,2019
Castelnau-le-Lez,34,34057,Lanvéoc,29,29120,15.0,2019
Castelnau-le-Lez,34,34057,Alès,30,30007,1.25,2019
Castelnau-le-Lez,34,34057,Beaucaire,30,30032,5.0,2019
Castelnau-le-Lez,34,34057,Lanuéjols,30,30139,0.91,2019
Castelnau-le-Lez,34,34057,Nîmes,30,30189,27.77,2019
Castelnau-le-Lez,34,34057,Toulouse,31,31555,6.16,2019
Castelnau-le-Lez,34,34057,Bordeaux,33,33063,1.1,2019
Castelnau-le-Lez,34,34057,Bouliac,33,33065,5.0,2019
Castelnau-le-Lez,34,34057,Gradignan,33,33192,10.0,2019
Castelnau-le-Lez,34,34057,Pessac,33,33318,5.0,2019
Castelnau-le-Lez,34,34057,Podensac,33,33327,5.0,2019
Castelnau-le-Lez,34,34057,Saint-Yzans-de-Médoc,33,33493,5.0,2019
Castelnau-le-Lez,34,34057,La Teste-de-Buch,33,33529,11.96,2019
Castelnau-le-Lez,34,34057,Agde,34,34003,2.5,2019
Castelnau-le-Lez,34,34057,Baillargues,34,34022,50.49,2019
Castelnau-le-Lez,34,34057,Beaulieu,34,34027,5.47,2019
Castelnau-le-Lez,34,34057,Bédarieux,34,34028,4.44,2019
Castelnau-le-Lez,34,34057,Castelnau-le-Lez,34,34057,2668.56,2019
Castelnau-le-Lez,34,34057,Clapiers,34,34077,52.81,2019
Castelnau-le-Lez,34,34057,Clermont-l'Hérault,34,34079,1.25,2019
Castelnau-le-Lez,34,34057,Le Crès,34,34090,59.26,2019
Castelnau-le-Lez,34,34057,Frontignan,34,34108,2.34,2019
Castelnau-le-Lez,34,34057,Gigean,34,34113,1.97,2019
Castelnau-le-Lez,34,34057,Grabels,34,34116,1.55,2019
Castelnau-le-Lez,34,34057,Jacou,34,34120,56.35,2019
Castelnau-le-Lez,34,34057,Lattes,34,34129,5.81,2019
Castelnau-le-Lez,34,34057,Mauguio,34,34154,7.28,2019
Castelnau-le-Lez,34,34057,Montferrier-sur-Lez,34,34169,16.19,2019
Castelnau-le-Lez,34,34057,Montoulieu,34,34171,0.88,2019
Castelnau-le-Lez,34,34057,Montpellier,34,34172,1928.07,2019
Castelnau-le-Lez,34,34057,Pérols,34,34198,17.18,2019
Castelnau-le-Lez,34,34057,Pignan,34,34202,1.1,2019
Castelnau-le-Lez,34,34057,Saint-Aunès,34,34240,2.5,2019
Castelnau-le-Lez,34,34057,Saint-Clément-de-Rivière,34,34247,6.41,2019
Castelnau-le-Lez,34,34057,Saint-Gély-du-Fesc,34,34255,4.54,2019
Castelnau-le-Lez,34,34057,Saint-Jean-de-Védas,34,34270,8.39,2019
Castelnau-le-Lez,34,34057,Teyran,34,34309,1.27,2019
Castelnau-le-Lez,34,34057,Vendargues,34,34327,10.1,2019
Castelnau-le-Lez,34,34057,Villeneuve-lès-Maguelone,34,34337,2.5,2019
Castelnau-le-Lez,34,34057,Tours,37,37261,0.88,2019
Castelnau-le-Lez,34,34057,Meyrueis,48,48096,6.5,2019
Castelnau-le-Lez,34,34057,Saint-Chély-d'Apcher,48,48140,6.69,2019
Castelnau-le-Lez,34,34057,Cherbourg-en-Cotentin,50,50129,2.5,2019
Castelnau-le-Lez,34,34057,Lille,59,59350,5.25,2019
Castelnau-le-Lez,34,34057,Valenciennes,59,59606,1.1,2019
Castelnau-le-Lez,34,34057,Céret,66,66049,0.88,2019
Castelnau-le-Lez,34,34057,Font-Romeu-Odeillo-Via,66,66124,5.57,2019
Castelnau-le-Lez,34,34057,Perpignan,66,66136,5.0,2019
Castelnau-le-Lez,34,34057,Lyon 3e Arrondissement,69,69383,1.1,2019
Castelnau-le-Lez,34,34057,Lyon 8e Arrondissement,69,69388,0.88,2019
Castelnau-le-Lez,34,34057,Lyon 9e Arrondissement,69,69389,3.29,2019
Castelnau-le-Lez,34,34057,Annecy,74,74010,1.12,2019
Castelnau-le-Lez,34,34057,Paris 10e Arrondissement,75,75110,2.19,2019
Castelnau-le-Lez,34,34057,Paris 15e Arrondissement,75,75115,4.25,2019
Castelnau-le-Lez,34,34057,Eu,76,76255,1.25,2019
Castelnau-le-Lez,34,34057,Vaison-la-Romaine,84,84137,1.1,2019
Castelnau-le-Lez,34,34057,Limoges,87,87085,2.99,2019
Castelnau-le-Lez,34,34057,Bulgnéville,88,88079,4.18,2019
Castelnau-le-Lez,34,34057,Saint-Denis,93,93066,3.37,2019
Castries,34,34058,Cuxac-Cabardès,11,11115,4.97,2019
Castries,34,34058,Marseille 15e Arrondissement,13,13215,5.09,2019
Castries,34,34058,Nîmes,30,30189,10.12,2019
Castries,34,34058,Saint-Jean-du-Gard,30,30269,5.03,2019
Castries,34,34058,Sommières,30,30321,20.05,2019
Castries,34,34058,Uzès,30,30334,5.03,2019
Castries,34,34058,Toulouse,31,31555,5.09,2019
Castries,34,34058,Baillargues,34,34022,30.05,2019
Castries,34,34058,Béziers,34,34032,5.03,2019
Castries,34,34058,Capestang,34,34052,4.84,2019
Castries,34,34058,Castelnau-le-Lez,34,34057,105.05,2019
Castries,34,34058,Castries,34,34058,821.08,2019
Castries,34,34058,Grabels,34,34116,4.97,2019
Castries,34,34058,Jacou,34,34120,10.06,2019
Castries,34,34058,Lunel,34,34145,79.53,2019
Castries,34,34058,Montpellier,34,34172,254.56,2019
Castries,34,34058,Saint-Aunès,34,34240,4.97,2019
Castries,34,34058,Entre-Vignes,34,34246,4.97,2019
Castries,34,34058,Saint-Geniès-des-Mourgues,34,34256,15.03,2019
Castries,34,34058,Saint-Jean-de-Védas,34,34270,4.97,2019
Castries,34,34058,Sète,34,34301,4.9,2019
Castries,34,34058,Sussargues,34,34307,9.93,2019
Castries,34,34058,Vendargues,34,34327,10.06,2019
Castries,34,34058,Grenoble,38,38185,4.9,2019
Castries,34,34058,La Canourgue,48,48034,10.06,2019
Castries,34,34058,Prades,66,66149,5.09,2019
Castries,34,34058,Paris 1er Arrondissement,75,75101,4.97,2019
Clapiers,34,34077,Aix-en-Provence,13,13001,5.41,2019
Clapiers,34,34077,Montélimar,26,26198,4.53,2019
Clapiers,34,34077,Alès,30,30007,4.95,2019
Clapiers,34,34077,Marguerittes,30,30156,4.73,2019
Clapiers,34,34077,Nîmes,30,30189,4.73,2019
Clapiers,34,34077,Vestric-et-Candiac,30,30347,5.17,2019
Clapiers,34,34077,Rodilhan,30,30356,5.17,2019
Clapiers,34,34077,Toulouse,31,31555,4.95,2019
Clapiers,34,34077,Bédarieux,34,34028,15.0,2019
Clapiers,34,34077,Béziers,34,34032,4.73,2019
Clapiers,34,34077,Castelnau-le-Lez,34,34057,56.9,2019
Clapiers,34,34077,Clapiers,34,34077,680.95,2019
Clapiers,34,34077,Le Crès,34,34090,9.9,2019
Clapiers,34,34077,Jacou,34,34120,14.42,2019
Clapiers,34,34077,Montferrier-sur-Lez,34,34169,18.74,2019
Clapiers,34,34077,Montpellier,34,34172,487.2,2019
Clapiers,34,34077,Saint-Clément-de-Rivière,34,34247,10.12,2019
Clapiers,34,34077,Sète,34,34301,20.03,2019
Clapiers,34,34077,Reims,51,51454,4.73,2019
Clapiers,34,34077,Chalon-sur-Saône,71,71076,4.95,2019
Clapiers,34,34077,Paris 1er Arrondissement,75,75101,5.41,2019
Clapiers,34,34077,Paris 16e Arrondissement,75,75116,4.73,2019
Clapiers,34,34077,Rouen,76,76540,4.73,2019
Cournonsec,34,34087,Pamiers,09,09225,5.12,2019
Cournonsec,34,34087,Nîmes,30,30189,9.74,2019
Cournonsec,34,34087,Toulouse,31,31555,4.99,2019
Cournonsec,34,34087,Castelnau-le-Lez,34,34057,4.99,2019
Cournonsec,34,34087,Cournonsec,34,34087,408.88,2019
Cournonsec,34,34087,Cournonterral,34,34088,45.33,2019
Cournonsec,34,34087,Fabrègues,34,34095,14.98,2019
Cournonsec,34,34087,Gigean,34,34113,10.12,2019
Cournonsec,34,34087,Juvignac,34,34123,5.12,2019
Cournonsec,34,34087,Lattes,34,34129,10.37,2019
Cournonsec,34,34087,Montpellier,34,34172,206.09,2019
Cournonsec,34,34087,Palavas-les-Flots,34,34192,4.63,2019
Cournonsec,34,34087,Pignan,34,34202,120.16,2019
Cournonsec,34,34087,Sète,34,34301,15.11,2019
Cournonsec,34,34087,Vic-la-Gardiole,34,34333,5.25,2019
Cournonsec,34,34087,Annecy,74,74010,5.12,2019
Cournonsec,34,34087,Paris 15e Arrondissement,75,75115,4.87,2019
Cournonterral,34,34088,Baillargues,34,34022,5.12,2019
Cournonterral,34,34088,Béziers,34,34032,10.28,2019
Cournonterral,34,34088,Castelnau-le-Lez,34,34057,10.28,2019
Cournonterral,34,34088,Cournonsec,34,34087,5.06,2019
Cournonterral,34,34088,Cournonterral,34,34088,534.88,2019
Cournonterral,34,34088,Fabrègues,34,34095,20.47,2019
Cournonterral,34,34088,Gigean,34,34113,10.15,2019
Cournonterral,34,34088,Gignac,34,34114,5.12,2019
Cournonterral,34,34088,Lattes,34,34129,10.19,2019
Cournonterral,34,34088,Lavérune,34,34134,5.09,2019
Cournonterral,34,34088,Mauguio,34,34154,5.16,2019
Cournonterral,34,34088,Montbazin,34,34165,5.12,2019
Cournonterral,34,34088,Montferrier-sur-Lez,34,34169,5.09,2019
Cournonterral,34,34088,Montpellier,34,34172,428.13,2019
Cournonterral,34,34088,Murviel-lès-Montpellier,34,34179,5.16,2019
Cournonterral,34,34088,Pézenas,34,34199,5.09,2019
Cournonterral,34,34088,Pignan,34,34202,275.13,2019
Cournonterral,34,34088,Saint-Jean-de-Védas,34,34270,5.09,2019
Cournonterral,34,34088,Saussan,34,34295,5.06,2019
Cournonterral,34,34088,Sète,34,34301,20.37,2019
Cournonterral,34,34088,Villeneuve-lès-Maguelone,34,34337,10.22,2019
Le Crès,34,34090,Tarascon,13,13108,5.0,2019
Le Crès,34,34090,Marguerittes,30,30156,5.0,2019
Le Crès,34,34090,Nîmes,30,30189,15.0,2019
Le Crès,34,34090,Vestric-et-Candiac,30,30347,5.0,2019
Le Crès,34,34090,Toulouse,31,31555,10.0,2019
Le Crès,34,34090,Candillargues,34,34050,5.0,2019
Le Crès,34,34090,Castelnau-le-Lez,34,34057,269.98,2019
Le Crès,34,34090,Castries,34,34058,5.0,2019
Le Crès,34,34090,Clapiers,34,34077,5.0,2019
Le Crès,34,34090,Le Crès,34,34090,1084.92,2019
Le Crès,34,34090,Jacou,34,34120,15.0,2019
Le Crès,34,34090,Lattes,34,34129,15.0,2019
Le Crès,34,34090,Lodève,34,34142,15.0,2019
Le Crès,34,34090,Mauguio,34,34154,5.0,2019
Le Crès,34,34090,Montferrier-sur-Lez,34,34169,30.0,2019
Le Crès,34,34090,Montpellier,34,34172,443.3,2019
Le Crès,34,34090,Pérols,34,34198,5.0,2019
Le Crès,34,34090,Sète,34,34301,10.0,2019
Le Crès,34,34090,Vendargues,34,34327,5.0,2019
Le Crès,34,34090,Perpignan,66,66136,5.0,2019
Le Crès,34,34090,Paris 17e Arrondissement,75,75117,5.0,2019
Fabrègues,34,34095,Lézignan-Corbières,11,11203,10.21,2019
Fabrègues,34,34095,Meyreuil,13,13060,5.25,2019
Fabrègues,34,34095,Saint-Astier,24,24372,5.0,2019
Fabrègues,34,34095,Marguerittes,30,30156,5.54,2019
Fabrègues,34,34095,Nîmes,30,30189,20.42,2019
Fabrègues,34,34095,Toulouse,31,31555,9.66,2019
Fabrègues,34,34095,Baillargues,34,34022,10.49,2019
Fabrègues,34,34095,Bédarieux,34,34028,5.0,2019
Fabrègues,34,34095,Béziers,34,34032,30.0,2019
Fabrègues,34,34095,Castelnau-le-Lez,34,34057,4.96,2019
Fabrègues,34,34095,Cournonterral,34,34088,19.86,2019
Fabrègues,34,34095,Fabrègues,34,34095,802.9,2019
Fabrègues,34,34095,Gigean,34,34113,15.74,2019
Fabrègues,34,34095,Gignac,34,34114,4.7,2019
Fabrègues,34,34095,Lattes,34,34129,19.86,2019
Fabrègues,34,34095,Mauguio,34,34154,5.25,2019
Fabrègues,34,34095,Montpellier,34,34172,507.56,2019
Fabrègues,34,34095,Pignan,34,34202,24.82,2019
Fabrègues,34,34095,Saint-Clément-de-Rivière,34,34247,15.79,2019
Fabrègues,34,34095,Saint-Jean-de-Védas,34,34270,4.96,2019
Fabrègues,34,34095,Sète,34,34301,4.96,2019
Fabrègues,34,34095,La Grande-Motte,34,34344,4.7,2019
Fabrègues,34,34095,Saint-Chély-d'Apcher,48,48140,10.21,2019
Fabrègues,34,34095,Paris 15e Arrondissement,75,75115,4.96,2019
Fabrègues,34,34095,Dieppe,76,76217,5.25,2019
Grabels,34,34116,Malbosc,07,07148,5.38,2019
Grabels,34,34116,Marseille 9e Arrondissement,13,13209,5.38,2019
Grabels,34,34116,Saint-Hippolyte-du-Fort,30,30263,5.31,2019
Grabels,34,34116,Ramonville-Saint-Agne,31,31446,5.28,2019
Grabels,34,34116,Castelnau-le-Lez,34,34057,21.14,2019
Grabels,34,34116,Le Crès,34,34090,5.31,2019
Grabels,34,34116,Frontignan,34,34108,20.91,2019
Grabels,34,34116,Garrigues,34,34112,5.31,2019
Grabels,34,34116,Grabels,34,34116,755.26,2019
Grabels,34,34116,Juvignac,34,34123,10.55,2019
Grabels,34,34116,Lattes,34,34129,5.28,2019
Grabels,34,34116,Mèze,34,34157,5.31,2019
Grabels,34,34116,Montferrier-sur-Lez,34,34169,26.59,2019
Grabels,34,34116,Montpellier,34,34172,1018.26,2019
Grabels,34,34116,Saint-Clément-de-Rivière,34,34247,100.31,2019
Grabels,34,34116,Saint-Gély-du-Fesc,34,34255,26.45,2019
Grabels,34,34116,Saint-Jean-de-Védas,34,34270,10.52,2019
Grabels,34,34116,Sète,34,34301,5.21,2019
Grabels,34,34116,Grenoble,38,38185,5.31,2019
Grabels,34,34116,Saint-Chély-d'Apcher,48,48140,5.38,2019
Grabels,34,34116,Saint-Dizier,52,52448,5.34,2019
Grabels,34,34116,Hasparren,64,64256,5.38,2019
Grabels,34,34116,Lyon 8e Arrondissement,69,69388,5.28,2019
Grabels,34,34116,Paris 10e Arrondissement,75,75110,5.34,2019
Grabels,34,34116,Paris 17e Arrondissement,75,75117,5.34,2019
Grabels,34,34116,Amiens,80,80021,5.38,2019
Grabels,34,34116,Montrouge,92,92049,5.34,2019
Jacou,34,34120,Nice,06,06088,5.0,2019
Jacou,34,34120,Lambesc,13,13050,5.0,2019
Jacou,34,34120,Nîmes,30,30189,5.0,2019
Jacou,34,34120,Assas,34,34014,10.0,2019
Jacou,34,34120,Baillargues,34,34022,5.0,2019
Jacou,34,34120,Bédarieux,34,34028,10.0,2019
Jacou,34,34120,Castelnau-le-Lez,34,34057,170.0,2019
Jacou,34,34120,Clapiers,34,34077,30.0,2019
Jacou,34,34120,Le Crès,34,34090,20.0,2019
Jacou,34,34120,Ganges,34,34111,5.0,2019
Jacou,34,34120,Jacou,34,34120,985.0,2019
Jacou,34,34120,Lattes,34,34129,10.0,2019
Jacou,34,34120,Lunel,34,34145,5.0,2019
Jacou,34,34120,Mauguio,34,34154,5.0,2019
Jacou,34,34120,Montferrier-sur-Lez,34,34169,25.0,2019
Jacou,34,34120,Montpellier,34,34172,300.0,2019
Jacou,34,34120,Prades-le-Lez,34,34217,5.0,2019
Jacou,34,34120,Saint-Brès,34,34244,5.0,2019
Jacou,34,34120,Saint-Clément-de-Rivière,34,34247,5.0,2019
Jacou,34,34120,Teyran,34,34309,10.0,2019
Jacou,34,34120,Vendargues,34,34327,10.0,2019
Jacou,34,34120,Font-Romeu-Odeillo-Via,66,66124,5.0,2019
Jacou,34,34120,Lyon 3e Arrondissement,69,69383,5.0,2019
Juvignac,34,34123,Marguerittes,30,30156,5.54,2019
Juvignac,34,34123,Nîmes,30,30189,9.29,2019
Juvignac,34,34123,Gourdan-Polignan,31,31224,5.54,2019
Juvignac,34,34123,Bordeaux,33,33063,5.08,2019
Juvignac,34,34123,Béziers,34,34032,6.68,2019
Juvignac,34,34123,Castelnau-le-Lez,34,34057,19.26,2019
Juvignac,34,34123,Clermont-l'Hérault,34,34079,10.0,2019
Juvignac,34,34123,Fabrègues,34,34095,4.63,2019
Juvignac,34,34123,Frontignan,34,34108,3.49,2019
Juvignac,34,34123,Gignac,34,34114,11.99,2019
Juvignac,34,34123,Jacou,34,34120,6.99,2019
Juvignac,34,34123,Juvignac,34,34123,1040.37,2019
Juvignac,34,34123,Lattes,34,34129,20.78,2019
Juvignac,34,34123,Lodève,34,34142,9.58,2019
Juvignac,34,34123,Mauguio,34,34154,11.14,2019
Juvignac,34,34123,Montarnaud,34,34163,6.99,2019
Juvignac,34,34123,Montferrier-sur-Lez,34,34169,8.29,2019
Juvignac,34,34123,Montpellier,34,34172,1334.6,2019
Juvignac,34,34123,Nébian,34,34180,11.97,2019
Juvignac,34,34123,Pézenas,34,34199,1.06,2019
Juvignac,34,34123,Pignan,34,34202,48.49,2019
Juvignac,34,34123,Prades-le-Lez,34,34217,10.68,2019
Juvignac,34,34123,Saint-Georges-d'Orques,34,34259,29.37,2019
Juvignac,34,34123,Saint-Jean-de-Védas,34,34270,13.12,2019
Juvignac,34,34123,Saint-Étienne,42,42218,5.0,2019
Juvignac,34,34123,Perpignan,66,66136,4.83,2019
Juvignac,34,34123,Lyon 5e Arrondissement,69,69385,4.93,2019
Juvignac,34,34123,Paris 15e Arrondissement,75,75115,3.49,2019
Juvignac,34,34123,Paris 18e Arrondissement,75,75118,5.08,2019
Lattes,34,34129,Montluçon,03,03185,1.1,2019
Lattes,34,34129,Carcassonne,11,11069,3.3,2019
Lattes,34,34129,Decazeville,12,12089,1.21,2019
Lattes,34,34129,Millau,12,12145,3.29,2019
Lattes,34,34129,Aix-en-Provence,13,13001,3.3,2019
Lattes,34,34129,Marseille 5e Arrondissement,13,13205,3.72,2019
Lattes,34,34129,Bourges,18,18033,8.03,2019
Lattes,34,34129,Aigues-Mortes,30,30003,3.33,2019
Lattes,34,34129,Alès,30,30007,3.16,2019
Lattes,34,34129,Le Grau-du-Roi,30,30133,3.1,2019
Lattes,34,34129,Meynes,30,30166,3.83,2019
Lattes,34,34129,Nîmes,30,30189,15.02,2019
Lattes,34,34129,Vergèze,30,30344,3.96,2019
Lattes,34,34129,Vézénobres,30,30348,1.07,2019
Lattes,34,34129,Toulouse,31,31555,3.87,2019
Lattes,34,34129,Bordeaux,33,33063,6.27,2019
Lattes,34,34129,Baillargues,34,34022,10.28,2019
Lattes,34,34129,Bédarieux,34,34028,1.21,2019
Lattes,34,34129,Béziers,34,34032,3.2,2019
Lattes,34,34129,Castelnau-le-Lez,34,34057,23.39,2019
Lattes,34,34129,Ceilhes-et-Rocozels,34,34071,1.87,2019
Lattes,34,34129,Clapiers,34,34077,1.06,2019
Lattes,34,34129,Le Crès,34,34090,3.47,2019
Lattes,34,34129,Fabrègues,34,34095,1.21,2019
Lattes,34,34129,Frontignan,34,34108,9.08,2019
Lattes,34,34129,Gignac,34,34114,5.17,2019
Lattes,34,34129,Lattes,34,34129,2043.77,2019
Lattes,34,34129,Lunel,34,34145,11.34,2019
Lattes,34,34129,Mauguio,34,34154,28.0,2019
Lattes,34,34129,Montferrier-sur-Lez,34,34169,4.47,2019
Lattes,34,34129,Montpellier,34,34172,971.68,2019
Lattes,34,34129,Palavas-les-Flots,34,34192,5.75,2019
Lattes,34,34129,Pérols,34,34198,35.01,2019
Lattes,34,34129,Pézenas,34,34199,10.13,2019
Lattes,34,34129,Saint-Jean-de-Védas,34,34270,17.26,2019
Lattes,34,34129,Sète,34,34301,10.39,2019
Lattes,34,34129,Villeneuve-lès-Maguelone,34,34337,1.15,2019
Lattes,34,34129,La Grande-Motte,34,34344,11.65,2019
Lattes,34,34129,Grenoble,38,38185,1.21,2019
Lattes,34,34129,Nantes,44,44109,3.07,2019
Lattes,34,34129,Saint-Denis-de-l'Hôtel,45,45273,1.07,2019
Lattes,34,34129,Châlons-en-Champagne,51,51108,3.95,2019
Lattes,34,34129,Nancy,54,54395,1.21,2019
Lattes,34,34129,Dunkerque,59,59183,1.16,2019
Lattes,34,34129,Pau,64,64445,3.2,2019
Lattes,34,34129,Perpignan,66,66136,3.05,2019
Lattes,34,34129,Strasbourg,67,67482,5.49,2019
Lattes,34,34129,Paris 2e Arrondissement,75,75102,3.1,2019
Lattes,34,34129,Paris 5e Arrondissement,75,75105,5.05,2019
Lattes,34,34129,Paris 12e Arrondissement,75,75112,3.2,2019
Lattes,34,34129,Paris 13e Arrondissement,75,75113,2.8,2019
Lattes,34,34129,Paris 14e Arrondissement,75,75114,1.1,2019
Lattes,34,34129,Paris 17e Arrondissement,75,75117,3.16,2019
Lattes,34,34129,Toulon,83,83137,3.64,2019
Lattes,34,34129,Avignon,84,84007,3.96,2019
Lattes,34,34129,Ivry-sur-Seine,94,94041,2.69,2019
Lavérune,34,34134,Marguerittes,30,30156,5.0,2019
Lavérune,34,34134,Baillargues,34,34022,5.0,2019
Lavérune,34,34134,Gignac,34,34114,5.0,2019
Lavérune,34,34134,Lattes,34,34129,5.0,2019
Lavérune,34,34134,Lavérune,34,34134,245.0,2019
Lavérune,34,34134,Montarnaud,34,34163,10.0,2019
Lavérune,34,34134,Montpellier,34,34172,235.0,2019
Lavérune,34,34134,Murviel-lès-Montpellier,34,34179,10.0,2019
Lavérune,34,34134,Pignan,34,34202,25.0,2019
Lavérune,34,34134,Poussan,34,34213,5.0,2019
Lavérune,34,34134,Saint-Jean-de-Védas,34,34270,110.0,2019
Lavérune,34,34134,Sète,34,34301,5.0,2019
Lavérune,34,34134,Vailhauquès,34,34320,5.0,2019
Lavérune,34,34134,Rivesaltes,66,66164,5.0,2019
Lavérune,34,34134,Limoges,87,87085,5.0,2019
Montaud,34,34164,Saint-Paul-Trois-Châteaux,26,26324,10.38,2019
Montaud,34,34164,Gallargues-le-Montueux,30,30123,5.11,2019
Montaud,34,34164,Nîmes,30,30189,5.23,2019
Montaud,34,34164,Castelnau-le-Lez,34,34057,20.54,2019
Montaud,34,34164,Castries,34,34058,5.23,2019
Montaud,34,34164,Le Crès,34,34090,10.35,2019
Montaud,34,34164,Jacou,34,34120,82.53,2019
Montaud,34,34164,Lattes,34,34129,5.15,2019
Montaud,34,34164,Montaud,34,34164,87.41,2019
Montaud,34,34164,Montpellier,34,34172,36.23,2019
Montaud,34,34164,Pérols,34,34198,5.19,2019
Montaud,34,34164,Saint-Clément-de-Rivière,34,34247,5.15,2019
Montferrier-sur-Lez,34,34169,Toulouse,31,31555,5.0,2019
Montferrier-sur-Lez,34,34169,Clapiers,34,34077,5.0,2019
Montferrier-sur-Lez,34,34169,Grabels,34,34116,5.0,2019
Montferrier-sur-Lez,34,34169,Jacou,34,34120,5.0,2019
Montferrier-sur-Lez,34,34169,Montferrier-sur-Lez,34,34169,315.0,2019
Montferrier-sur-Lez,34,34169,Montpellier,34,34172,300.0,2019
Montferrier-sur-Lez,34,34169,Saint-Clément-de-Rivière,34,34247,145.0,2019
Montferrier-sur-Lez,34,34169,Saint-Gély-du-Fesc,34,34255,5.0,2019
Montferrier-sur-Lez,34,34169,Saint-Mathieu-de-Tréviers,34,34276,10.0,2019
Montferrier-sur-Lez,34,34169,Le Liège,37,37127,5.0,2019
Montferrier-sur-Lez,34,34169,Orléans,45,45234,5.0,2019
Montferrier-sur-Lez,34,34169,Bayonne,64,64102,5.0,2019
Montferrier-sur-Lez,34,34169,Pointe-à-Pitre,97,97120,5.0,2019
Montpellier,34,34172,Bourg-en-Bresse,01,01053,4.64,2019
Montpellier,34,34172,Peyrieu,01,01294,1.01,2019
Montpellier,34,34172,Montluçon,03,03185,1.0,2019
Montpellier,34,34172,Moulins,03,03190,3.42,2019
Montpellier,34,34172,Antibes,06,06004,4.43,2019
Montpellier,34,34172,Cannes,06,06029,3.73,2019
Montpellier,34,34172,Nice,06,06088,4.42,2019
Montpellier,34,34172,Villeneuve-Loubet,06,06161,4.69,2019
Montpellier,34,34172,Aubenas,07,07019,1.04,2019
Montpellier,34,34172,Charleville-Mézières,08,08105,1.07,2019
Montpellier,34,34172,Sedan,08,08409,1.03,2019
Montpellier,34,34172,Montferrier,09,09206,12.58,2019
Montpellier,34,34172,Troyes,10,10387,6.85,2019
Montpellier,34,34172,Carcassonne,11,11069,6.78,2019
Montpellier,34,34172,Fanjeaux,11,11136,3.52,2019
Montpellier,34,34172,Lézignan-Corbières,11,11203,10.16,2019
Montpellier,34,34172,Montréal,11,11254,6.13,2019
Montpellier,34,34172,Narbonne,11,11262,5.65,2019
Montpellier,34,34172,Lanuéjouls,12,12121,3.4,2019
